Community,Node,type,country,In-Degree,Out-Degree,Avg-Weight,Node_Count,Edge_Count,ownership,partnership,family_relationship,membership,Connected_Node_Type_company,Connected_Node_Type_organization,Connected_Node_Type_Uncategorized,Connected_Node_Type_person,Connected_Node_Type_location,Connected_Node_Type_political_organization,Connected_Node_Type_vessel,Connected_Node_Type_movement,Connected_Node_Type_event,Total_Suspect
1,d09a6a69-eed5-4057-9f96-dcf4c9cf4d88,location,Unknown,3,0,0.8838214533333333,4,3,0,0,0,3,0,1,1,1,0,0,0,0,0,0.0
1,Gregory Carter,person,Country_271835,1,1,0.8411429699999999,3,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0.0
1,âtotal,event,Unknown,2,0,0.92177635,3,2,0,0,0,2,0,0,1,0,0,0,0,0,1,0.0
1,36b70b18-465a-442f-bfbe-cedb85d48acc,location,Unknown,1,0,0.95096976,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
1,3009706,organization,Unknown,2,0,0.83467705,3,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0.0
1,Traci Elliott,person,Country_271835,3,0,0.8905132666666665,4,3,0,1,1,1,1,0,0,1,1,0,0,0,0,0.0
1,Marsâ,Uncategorized,Unknown,1,1,0.85646192,3,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0.0
1,IPOS0000DOP,Uncategorized,Unknown,6,0,0.8709960233333334,7,6,6,0,0,0,1,2,3,0,0,0,0,0,0,0.0
1,6038,organization,Unknown,0,2,0.9108012,3,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0.0
1,553828215,organization,Unknown,1,2,0.8583058933333333,4,3,0,2,1,0,1,1,0,0,1,0,0,0,0,0.0
1,4146760,organization,Unknown,1,0,0.80017346,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0
1,1559,organization,Unknown,4,0,0.87914425,5,4,2,2,0,0,0,1,2,0,0,0,1,0,0,0.0
1,Insung,Uncategorized,Unknown,3,0,0.8845334533333333,4,3,0,0,0,3,0,1,1,0,1,0,0,0,0,0.0
1,36,organization,Unknown,1,0,0.82006115,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
1,âyesterdayâ,Uncategorized,Unknown,0,2,0.8099899,3,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0.0
1,Fisheries Inc,Uncategorized,Unknown,3,5,0.8718782362499999,9,8,1,2,2,3,0,5,0,3,0,0,0,0,0,0.0
1,âPartnersâ,Uncategorized,Unknown,1,0,0.81350946,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0
1,73470062,political_organization,Unknown,1,1,0.82729085,3,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0.0
1,St,Uncategorized,Unknown,1,9,0.8587134740000002,9,10,3,5,0,2,0,1,5,2,2,0,0,0,0,0.0
1,Helen Chase,person,Country_271835,2,0,0.8938939,3,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0.0
1,a0ea93dc-6767-4682-b424-21b5a24ea24b,location,Unknown,2,0,0.9284622,3,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0.0
1,James Sampson,person,Country_271835,0,2,0.86652127,3,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0.0
1,Michael Patton,person,Country_271835,2,0,0.8565759749999999,3,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0.0
1,e13aca6a-88b5-4be7-a293-4a57854d7b1d,location,Unknown,0,4,0.93718071,5,4,1,2,0,1,0,1,0,3,0,0,0,0,0,0.0
1,Luis Douglas,person,Country_271835,0,2,0.8537233,3,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0
1,ocean,vessel,Unknown,4,3,0.8424407628571428,8,7,4,1,1,1,1,3,1,2,0,0,0,0,0,0.0
1,Diane Young,person,Country_271835,1,1,0.89219847,3,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0.0
1,cc3c9a3e-9226-43e0-9c2e-2cabec77b0fc,location,Unknown,1,1,0.8877235,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0
1,Margaret Hodges,person,Country_271835,0,9,0.8800204166666667,6,9,1,2,0,6,3,1,5,0,0,0,0,0,0,0.0
1,Robert Adams,person,Country_271835,0,9,0.8566915977777777,10,9,1,1,4,3,0,2,2,4,1,0,0,0,0,0.0
1,620019,organization,Unknown,0,3,0.8611170666666667,4,3,0,3,0,0,0,2,1,0,0,0,0,0,0,0.0
1,water fishing,vessel,Unknown,1,0,0.8216502,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
1,yearbook2036,Uncategorized,Unknown,5,0,0.861512692,6,5,0,0,0,5,0,4,1,0,0,0,0,0,0,0.0
1,874124852,organization,Unknown,2,0,0.88199,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0.0
1,Cody Lewis,person,Country_271835,2,0,0.8498284300000001,3,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0.0
1,Khundu Ltd. Liability Co,company,Country_271835,3,0,0.8668544866666666,4,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0.0
1,037acfda-0d33-4ce8-8907-fe7da3e27dff,location,Unknown,1,1,0.8090250999999999,3,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0.0
1,Stephen Peterson,person,Country_271835,1,0,0.8980977,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0
1,Sylvia Johnson,person,Country_271835,1,0,0.8020135,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0
1,58745,organization,Unknown,1,0,0.83771926,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0
1,8350379,organization,Unknown,1,0,0.84398854,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0
1,Darin Torres,person,Country_271835,0,2,0.35685,3,2,1,0,1,0,0,0,1,1,0,0,0,0,0,1.0
1,Travis Sparks,person,Country_271835,0,2,0.845662225,3,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0.0
1,Clayton Rodgers,person,Country_271835,2,0,0.88189345,3,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0.0
1,663,organization,Unknown,2,0,0.86232647,3,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0.0
1,687878,organization,Unknown,0,2,0.82847237,3,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0.0
1,62d4bdbc-8978-4cbf-b9ea-82aaa9188c91,location,Unknown,2,2,0.8450697525,5,4,3,0,0,1,1,1,1,1,0,0,0,0,0,0.0
1,Faroe Islands Plc Investment,Uncategorized,Unknown,0,1,0.9011563,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
1,Allison Leonard,person,Country_271835,1,2,0.8916371333333334,4,3,1,1,1,0,1,0,0,1,1,0,0,0,0,0.0
1,Faurtil FÃ¡brica Urnas TietÃª,Uncategorized,Unknown,7,0,0.8640945657142859,8,7,7,0,0,0,2,2,3,0,0,0,0,0,0,0.0
1,Memphis Women,Uncategorized,Unknown,0,2,0.81558202,3,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0.0
1,9237588,organization,Unknown,3,2,0.84849502,4,5,0,1,0,4,1,0,0,2,2,0,0,0,0,0.0
1,Michael Chen,person,Country_663412,7,2,0.8683475822222222,10,9,1,5,3,0,1,3,1,3,0,0,0,0,1,0.0
1,Brittany Kane,person,Country_256617,0,2,0.853509545,3,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0.0
1,d4b66d04-ad3c-425a-a123-00e589b86a52,location,Unknown,2,0,0.84668818,3,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0.0
1,Bulk Carrier,vessel,Unknown,2,0,0.85108165,3,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0.0
1,2036-06,Uncategorized,Unknown,1,0,0.89906824,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0
1,Maria Russell,person,Country_271835,3,0,0.8966461899999999,4,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0.0
1,Douglas Gillespie,person,Country_271835,2,0,0.8500842,3,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0.0
1,Ocean Fisheries Llc,Uncategorized,Unknown,194,208,0.8537109036567163,242,402,97,79,57,169,62,112,79,80,37,9,14,2,7,4.0
1,Kenneth Fox,person,Country_271835,3,0,0.8245301333333334,4,3,3,0,0,0,1,1,0,0,0,1,0,0,0,0.0
1,1bf22b98-519c-4131-8bb4-53ecdd193100,location,Unknown,1,1,0.90841938,3,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0.0
1,scooter,vessel,Unknown,2,0,0.880386425,3,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0.0
1,d5b94ebc-e03a-438e-872b-a15db349a748,location,Unknown,2,3,0.920309328,6,5,1,0,0,4,1,1,0,1,2,0,0,0,0,0.0
1,Shellfish Chile SA,Uncategorized,Unknown,4,2,0.8556400633333333,7,6,1,2,0,3,1,2,1,0,1,0,1,0,0,0.0
1,e09b64a2-397a-4bec-96a1-7d61479fe37a,location,Unknown,2,0,0.827919585,3,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0.0
1,4562fe84-0188-47fd-8e27-67380da0079c,location,Unknown,3,0,0.85626215,4,3,3,0,0,0,0,1,1,0,1,0,0,0,0,0.0
1,Jonathan Moody,person,Country_271835,3,0,0.9102669866666666,4,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0.0
1,332bb88e-0a63-41e3-8a27-87795fd552e9,location,Unknown,0,2,0.86070282,3,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0.0
1,âexemplaryâ,Uncategorized,Unknown,1,0,0.84756887,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0
1,Filkinsâ,Uncategorized,Unknown,1,0,0.92228884,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0
1,Alonso-FernÃ,Uncategorized,Unknown,3,0,0.86442679,4,3,0,3,0,0,0,0,1,1,1,0,0,0,0,0.0
1,In month,movement,Unknown,0,1,0.9122542,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0
1,James Limited Liability Company Logistics,company,Country_271835,1,1,0.82741335,3,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0.0
1,2362,organization,Unknown,0,1,0.8661583,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0
1,David Romero,person,Country_271835,0,2,0.91610315,3,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0.0
1,Kevin Morris,person,Country_271835,1,1,0.3189,3,2,1,0,1,0,0,0,1,1,0,0,0,0,0,1.0
1,8978,organization,Unknown,1,1,0.905244835,3,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0.0
1,bottom otter trawler,vessel,Unknown,0,2,0.94091235,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0.0
1,Alyssa Mccoy,person,Country_271835,2,0,0.8637138,3,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0.0
1,19,vessel,Unknown,11,16,0.8581191948148148,24,27,7,3,2,15,5,8,4,7,2,0,0,1,0,0.0
1,Victoria Parks,person,Country_271835,2,1,0.8817015399999999,4,3,3,0,0,0,1,0,1,0,1,0,0,0,0,0.0
1,Richard Bowers,person,Oceanus,0,2,0.804119525,3,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0.0
1,5383294,organization,Unknown,3,0,0.8701068866666667,4,3,2,0,1,0,0,2,1,0,0,0,0,0,0,0.0
1,84616,organization,Unknown,2,0,0.83081447,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0.0
1,172279392,organization,Unknown,1,1,0.82585693,3,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0.0
1,Jessica Owens,person,Country_271835,0,3,0.8847339533333333,4,3,0,0,0,3,1,1,1,0,0,0,0,0,0,0.0
1,a0deebdf-db0c-4aa8-91b6-0536e017c20f,location,Unknown,2,0,0.874516125,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0.0
1,river,vessel,Unknown,3,0,0.8556716999999999,4,3,0,0,0,3,0,1,1,1,0,0,0,0,0,0.0
1,176729,organization,Unknown,0,2,0.87125625,3,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0.0
1,17,organization,Unknown,1,1,0.8388413,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0.0
1,6083f325-5f17-4d41-9c22-f188f55ea9f3,location,Unknown,3,0,0.9091212333333332,4,3,0,1,0,2,1,1,1,0,0,0,0,0,0,0.0
1,Michael Baker,person,Country_271835,2,0,0.848127695,3,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0.0
1,Jennifer Simmons,person,Country_271835,1,1,0.8606909300000001,3,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0.0
1,Vincent Cummings,person,Country_271835,0,1,0.8481842,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
1,bd16ff21-2da0-4ad7-8aec-d04a28b61277,location,Unknown,3,0,0.8136375833333332,4,3,1,0,2,0,0,0,2,1,0,0,0,0,0,0.0
1,Perch,vessel,Unknown,1,0,0.8512174,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
1,waterâ,Uncategorized,Unknown,2,0,0.8727704249999999,3,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0.0
1,61208e37-a326-4cf5-a571-f8bdd6f2dbf7,location,Unknown,2,0,0.883033425,3,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0.0
1,762833,organization,Unknown,1,3,0.8441713500000001,5,4,0,3,1,0,1,3,0,0,0,0,0,0,0,0.0
1,Senegal Coast Oyj Motorboat,company,Country_271835,0,4,0.8537456375,5,4,2,2,0,0,0,3,0,1,0,0,0,0,0,0.0
1,Snow Crab,vessel,Unknown,1,0,0.8539889,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0
1,Jonathan Spence,person,Country_271835,1,0,0.88016313,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0
1,2,organization,Unknown,2,6,0.84917144625,9,8,0,1,1,6,1,2,3,2,0,0,0,0,0,0.0
1,18,vessel,Unknown,8,8,0.84849534375,8,16,8,2,6,0,4,0,6,0,0,0,4,2,0,0.0
