id,product_services,revenue_omu,type,country,company_type,clothing,furniture,groceries,logistics,machinery,management,metals,miscellaneous,pharmaceutical,plastics,food,seafood,missing
"Adams, Hanson and Figueroa",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Adams, Henderson and Schaefer",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Adams, Hicks and Powers",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Adams, Jones and Hughes",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Adams, Mercer and Massey",,32740.6303,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Adams, Moore and Brown",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Adams, Morales and Pham",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Adams, Nelson and Aguilar",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Adams, Pham and Hill",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Adams, Porter and White",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Adams, Riggs and Graham",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Adams, Roach and Hahn",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Adams, Roach and Lopez",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Adams, Walsh and Bond",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Adams, Weaver and Aguilar",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Adams, Williams and Peterson",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Brown,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Camacho,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Deleon,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Foster,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Fuller,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Gomez,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Griffin,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Henry,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Hicks,Clothing and footwear,18266.6728,Company,ZH,missing,1,0,0,0,0,0,0,0,0,0,0,0,0
Adams-Jackson,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Lopez,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Mcdonald,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Navarro,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Oconnell,,0.0,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Owen,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Parker,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Patterson,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Richardson,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Schmitt,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Vang,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Wilson,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adams-Wright,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adkins Group,,0.0,Beneficial Owner,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1
Adkins Group,,0.0,Company Contacts,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1
Adkins Inc,,0.0,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1
Adkins LLC,Frozen seafood products,49824.378,Company,ZH,Limited,0,0,0,0,0,0,0,0,0,0,1,1,0
Adkins LLC,,0.0,Company,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Adkins LLC,,0.0,Company Contacts,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Adkins PLC,,0.0,Company Contacts,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1
"Adkins, Barnes and Graham",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Adkins, Garcia and Perkins","Hydraulic and thermal electric power, and distributes electric power to other electric companies through its electronic power lines and frequency transformer stations",8865949.835,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adkins, Manning and Beard",,0.0,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Adkins, Williamson and Daniels","Sails; for boats, sailboards or landcraft",286874436.2,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,0
Adkins-Glover,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adkins-Hartman,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adkins-Leach,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adkins-Poole,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Adkins-Villanueva,Wire harnesses,37866.6728,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,0
Adriatic  Nautical CJSC Holdings,"Logistics services (first class consigned freight forwarding business act (by Ministry Of Land, Infrastructure, Transport and Tourism); type of facilities for transport: ocean voyage area of the business: general operating; cargo shipment (by sea); land transportation; customs clearing agent; warehousing; and marine / property insurance agent)",14181.4208,Company,Rio Isla,CJSC,0,0,0,1,0,0,0,0,0,0,0,0,0
Adriatic  Seabass LC Transportation,"Providing complete custom brokerage, freight forwarding, logistic service and product shipping solution for all over the world",17566.6728,Company,Oceanus,Limited,0,0,0,1,0,0,0,0,0,0,0,0,0
Adriatic Catch Ges.m.b.H. Forwading,Food,11277.1793,Company,Alverossia,Ges.m.b.H,0,0,0,0,0,0,0,0,0,0,1,0,0
Adriatic Catch Ges.m.b.H. Marine biology,Consumer goods,0.0,Company,Isliandor,Ges.m.b.H,0,0,0,0,0,0,0,0,0,0,0,0,0
Adriatic Catch Ltd Transport,,0.0,Company,Marebak,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Adriatic Catch Ltd. Liability Co,Machine tools,20066.6728,Company,Oceanus,Limited,0,0,0,0,1,0,0,0,0,0,0,0,0
Adriatic Catch S.A. de C.V.,Technical testing and analysis,8869.44,Company,Puerto Sol,S.A. de C.V.,0,0,0,0,0,0,0,0,0,0,0,0,0
Adriatic Catch SRL Seal,Plastics engineering unit dedicated to the construction of turn key plants,54603.9287,Company,Puerto Sol,SRL,0,0,0,0,0,0,0,0,0,1,0,0,0
Adriatic Mackerel Ges.m.b.H. Family,,0.0,Company,Sol y Oceana,Ges.m.b.H,0,0,0,0,0,0,0,0,0,0,0,0,1
Adriatic Mackerel Ges.m.b.H. Worldwide,Produces models and moulds and operates as a subcontractor of both laminate elements and complete boats,74266.1809,Company,Playa Solis,Ges.m.b.H,0,0,0,0,0,0,0,0,0,0,0,0,0
Adriatic Mackerel N.V. Transport,"Fish and seafood products Chilean clams, tunas, cockles, winkles, razors, stuffed squids, octopuses, mackerel filets, prawns, mussels, cods, crabs, caviars, oysters, and cuttlefishes; Spices and sauces spicy spices, non-spicy spices, aromatic herbs, seasonings, and sauce appetizers; Fruits and vegetables packaged asparaguses, sweet maizes, palm hearts, green peppers, truffles, mangoes, papayas, pineapples, and rambutans",113379.1323,Company,Nalakond,N.V.,0,0,0,0,0,0,0,0,0,0,1,1,0
Adriatic Mackerel Plc Marine ecology,,6966.6728,Company,Rivenisla,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1
Adriatic Mackerel S.A. de C.V.,,0.0,Company,Playa Solis,S.A. de C.V.,0,0,0,0,0,0,0,0,0,0,0,0,1
Adriatic Squid AS Holdings,Canned seafood products,16451.9034,Company,Nalakond,A/S,0,0,0,0,0,0,0,0,0,0,1,1,0
Adriatic Squid Corporation Buoy,,0.0,Company,Oceanus,Co,0,0,0,0,0,0,0,0,0,0,0,0,1
Adriatic Squid Limited Liability Company Freight,"Fresh, cured, or frozen fish and seafoods",24066.6728,Company,Oceanus,Limited,0,0,0,0,0,0,0,0,0,0,1,1,0
Adriatic Squid Ltd. Liability Co,Footwear,22980.7769,Company,Marebak,Limited,1,0,0,0,0,0,0,0,0,0,0,0,0
Adriatic Squid Ltd. Liability Co,"Seafood products (including finfish, shellfish, and shrimp)",13766.6728,Company,Oceanus,Limited,0,0,0,0,0,0,0,0,0,0,1,1,0
Adriatic Squid SE Marine conservation,,0.0,Company,Merigrad,SE,0,0,0,0,0,0,0,0,0,0,0,0,1
Adriatic Tuna GmbH & Co. KG,Integrated freight forwarding and warehouse operation,29366.6728,Company,Oceanus,Ges.m.b.H,0,0,0,0,0,0,0,0,0,0,0,0,0
Adriatic Tuna NV Cod,,0.0,Company,Isliandor,N.V.,0,0,0,0,0,0,0,0,0,0,0,0,1
Adriatic Tuna Pic Express,,0.0,Company,Faraluna,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1
Adriatic Tuna Seabass BV Transit,Tuna and tuna petfood,91222.0779,Company,Mawazam,BV,0,0,0,0,0,0,0,0,0,0,1,0,0
Adriatic Tuna Shipyard GmbH United,,221337.9812,Company,Thessalandia,Ges.m.b.H,0,0,0,0,0,0,0,0,0,0,0,0,1
Agua Express Marine mist,,14466.6728,Company,Oceanus,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Agua Limited Liability Company Services,,10254.1095,Company,Brindisola,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Agua Ltd. Corporation Carriers,,7973.9168,Company,Coral Solis,Co,0,0,0,0,0,0,0,0,0,0,0,0,1
Agua Ltd. Liability Co,,8931.7365,Company,Marebak,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Agua Ltd. Liability Co,,8201.395,Company,Solovarossa,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Agua N.V. Marine life,Large 2 pole turbogenerators,102092.7612,Company,Utoparadia,N.V.,0,0,0,0,0,0,0,0,0,0,0,0,0
Aguamarina Beach AB Industrial,"Cheese, olives, olive oil, pasta, pickled products, rice, seafood, soups, spices, tortellini and gnocchi, vinegar, coffee and desserts, as well as artichokes and hearts of palm, beverages, bread crumbs, Mediterranean specialties, and tomatoes",170666.6728,Company,Oceanus,AB,0,0,0,0,0,0,0,0,0,0,1,1,0
Aguamarina Jetty GmbH & Co. KG Logistics,,0.0,Company,Vesperanda,Ges.m.b.H,0,0,0,0,0,0,0,0,0,0,0,0,1
Aguamarina Limited Liability Company,Fresh and frozen seafood,55045.4068,Company,Marebak,Limited,0,0,0,0,0,0,0,0,0,0,1,1,0
Aguamarina S.A. de C.V.,"Measuring, compounding, extruding, and pelletizing equipment",84857.8698,Company,Marebak,S.A. de C.V.,0,0,0,0,1,0,0,0,0,0,0,0,0
Aguilar and Sons,,0.0,Beneficial Owner,ZH,Sons,0,0,0,0,0,0,0,0,0,0,0,0,1
Aguilar Group,,0.0,Beneficial Owner,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1
Aguilar LLC,Motor vehicle parts and other related products,108190.6244,Company,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,0
Aguilar LLC,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
