company_id,BOCnt,CCCnt,tot_revenue,avg_revenue
Aguilar Inc,1,0,0.0,0.0
Aguilar LLC,1,0,108190.6244,108190.6244
Aguilar LLC,1,0,0.0,0.0
"Aguilar, Brown and Haynes",1,0,0.0,0.0
"Aguilar, Gray and Murray",1,0,0.0,0.0
"Aguilar, Powell and Sandoval",1,0,0.0,0.0
Aguilar-Blake,1,0,0.0,0.0
Aguilar-Hoover,1,0,0.0,0.0
Aguilar-Olson,1,0,0.0,0.0
Aguilar-Torres,1,0,0.0,0.0
Aguirre Inc,1,0,0.0,0.0
Aguirre Ltd,1,0,0.0,0.0
Aguirre PLC,1,1,0.0,0.0
"Aguirre, Pierce and Shelton",1,0,0.0,0.0
"Aguirre, Reese and Munoz",1,0,0.0,0.0
Albertine Rift  LLC Line,2,1,5315.3246,2657.6623
Albertine Rift  NV Family,3,1,9760.8727,3253.6242333333334
Albertine Rift  OJSC Transport,1,1,0.0,0.0
Alexander Group,1,0,0.0,0.0
Alexander Group,1,0,0.0,0.0
Alexander Group,1,0,0.0,0.0
Alexander LLC,2,0,0.0,0.0
Alexander Ltd,1,0,8272.0006,8272.0006
Alexander Ltd,1,0,0.0,0.0
Alexander PLC,1,0,0.0,0.0
"Alexander, Greene and Boyd",1,0,0.0,0.0
"Alexander, Greer and Roberts",1,0,0.0,0.0
"Alexander, Jackson and Contreras",1,0,0.0,0.0
"Alexander, Johnson and Thomas",1,0,0.0,0.0
"Alexander, Lopez and Taylor",1,0,0.0,0.0
"Alexander, Wheeler and Bowen",1,0,0.0,0.0
Alexander-Lewis,1,0,0.0,0.0
Alexander-Smith,1,0,0.0,0.0
Ali Ltd,1,0,0.0,0.0
Ali Ltd,1,0,0.0,0.0
Ali-Barrett,1,0,0.0,0.0
Allen Group,1,2,0.0,0.0
Allen Group,1,2,0.0,0.0
Allen Group,1,2,0.0,0.0
Allen Group,1,2,0.0,0.0
Allen LLC,1,0,0.0,0.0
Allen LLC,1,0,0.0,0.0
Allen LLC,1,0,0.0,0.0
Allen LLC,1,0,0.0,0.0
Allen LLC,1,0,0.0,0.0
Allen Ltd,2,2,242308.1819,121154.09095
Allen Ltd,2,2,0.0,0.0
Allen Ltd,2,2,0.0,0.0
Allen Ltd,2,2,0.0,0.0
Allen PLC,1,1,61582.3234,61582.3234
Allen PLC,1,1,25866.6728,25866.6728
Allen PLC,1,1,0.0,0.0
Allen PLC,1,1,0.0,0.0
Allen PLC,1,1,0.0,0.0
Allen PLC,1,1,0.0,0.0
Allen PLC,1,1,0.0,0.0
Allen and Sons,2,0,0.0,0.0
Allen and Sons,2,0,0.0,0.0
Allen and Sons,2,0,0.0,0.0
Allen and Sons,2,0,0.0,0.0
Allen and Sons,2,0,0.0,0.0
Allen and Sons,2,0,0.0,0.0
"Allen, Adams and Davis",1,0,0.0,0.0
"Allen, Anderson and Petty",1,0,0.0,0.0
"Allen, Hayes and Smith",1,0,0.0,0.0
"Allen, Lam and Gibbs",1,0,0.0,0.0
"Allen, Robertson and Stevens",1,0,0.0,0.0
"Allen, Thompson and Gonzales",1,0,0.0,0.0
Allen-Adams,1,0,0.0,0.0
Allen-Barrera,1,0,0.0,0.0
Allen-Bishop,1,0,0.0,0.0
Allen-Carlson,1,0,0.0,0.0
Allen-Chavez,1,0,0.0,0.0
Allen-Estrada,1,0,0.0,0.0
Allen-Gonzalez,1,0,0.0,0.0
Allen-Griffin,1,0,0.0,0.0
Allen-Lewis,1,0,0.0,0.0
Allen-Lynch,1,0,0.0,0.0
Allen-Mayer,1,0,0.0,0.0
Allen-Rowe,1,0,0.0,0.0
Allen-Santiago,1,0,0.0,0.0
Allen-Spence,1,0,0.0,0.0
Allison LLC,1,0,0.0,0.0
Allison and Sons,1,1,0.0,0.0
Alvarado Group,1,0,0.0,0.0
Alvarado LLC,2,0,0.0,0.0
Alvarado Ltd,1,0,0.0,0.0
Alvarado PLC,1,0,0.0,0.0
"Alvarado, Dodson and Terry",1,0,0.0,0.0
"Alvarado, Stewart and Kelly",1,0,0.0,0.0
Alvarez Group,1,0,0.0,0.0
Alvarez Group,1,0,0.0,0.0
Alvarez LLC,2,0,0.0,0.0
Alvarez LLC,2,0,0.0,0.0
Alvarez Ltd,1,1,0.0,0.0
Alvarez Ltd,1,1,0.0,0.0
Alvarez PLC,2,0,0.0,0.0
Alvarez PLC,2,0,0.0,0.0
"Alvarez, Johnson and Mitchell",1,0,0.0,0.0
"Alvarez, Sanders and Thomas",1,0,0.0,0.0
"Alvarez, Young and Ramos",1,0,0.0,0.0
Alvarez-Frye,1,0,0.0,0.0
Alvarez-Johnson,1,0,0.0,0.0
Alvarez-Thomas,1,0,0.0,0.0
Alvarez-White,1,0,0.0,0.0
Amerigo Incorporated Marine ecology,2,1,5669.9016,2834.9508
Amerigo River S.p.A. Express,3,1,4737.3142,1579.1047333333333
Amur  GmbH & Co. KG,5,1,43756.7777,8751.35554
Amur  Ltd. Liability Co,2,1,4666.6728,2333.3364
Ancla Azul ОАО Holdings,2,2,17408.5485,8704.27425
Ancla Azul ОАО Holdings,2,2,638666.6728,319333.3364
Ancla Marina Limited Liability Company,1,1,112195.4845,112195.4845
Ancla de Oro Anchor,2,1,8647.507,4323.7535
Ancla de Oro Rybachit N.V. & Son's,1,0,5168.8373,5168.8373
Ancla de Oro Transit,4,1,20755.2602,5188.81505
Ancla del Este AG,2,1,21491.5663,10745.78315
Ancla del Este AS,4,1,7689.0847,1922.271175
Ancla del Este Incorporated Solutions,5,1,8634.6416,1726.9283200000002
Ancla del Este LLC,1,2,66850.599,66850.599
Ancla del Este LLC,1,2,26566.6728,26566.6728
Ancla del Este Ltd. Liability Co,3,1,7164.9234,2388.3078
Ancla del Este OJSC,2,1,16366.6728,8183.3364
Ancla del Este Sp Fish,15,0,130211.6728,8680.778186666666
Ancla del Este Tsunami,4,1,11010.891,2752.72275
Ancla del Este ОАО,8,1,130822.6779,16352.8347375
Ancla del Mar Corp,2,1,0.0,0.0
Ancla del Mar Express,4,1,0.0,0.0
Ancla del Mar LC,2,1,8853.5085,4426.75425
Ancla del Mar Pic Worldwide,3,1,4666.6728,1555.5576
Andaman  Jetty S.A. de C.V. Marine ecology,2,1,8741.7159,4370.85795
Andersen and Sons,2,0,0.0,0.0
"Andersen, Warren and Jacobs",1,0,0.0,0.0
Andersen-Beck,1,0,0.0,0.0
Andersen-Vasquez,1,0,0.0,0.0
Anderson Group,4,1,1652887.871,413221.96775
Anderson Group,4,1,9347.4958,2336.87395
Anderson Group,4,1,0.0,0.0
Anderson Group,4,1,0.0,0.0
Anderson Group,4,1,0.0,0.0
Anderson Group,4,1,0.0,0.0
Anderson Group,4,1,0.0,0.0
Anderson Group,4,1,0.0,0.0
Anderson Group,4,1,0.0,0.0
Anderson Group,4,1,0.0,0.0
Anderson Group,4,1,0.0,0.0
Anderson Group,4,1,0.0,0.0
Anderson Group,4,1,0.0,0.0
Anderson Group,4,1,0.0,0.0
Anderson Inc,3,2,0.0,0.0
Anderson Inc,3,2,0.0,0.0
Anderson Inc,3,2,0.0,0.0
Anderson Inc,3,2,0.0,0.0
Anderson Inc,3,2,0.0,0.0
Anderson Inc,3,2,0.0,0.0
Anderson Inc,3,2,0.0,0.0
Anderson Inc,3,2,0.0,0.0
Anderson Inc,3,2,0.0,0.0
Anderson Inc,3,2,0.0,0.0
Anderson Ltd,2,1,26651.5774,13325.7887
Anderson Ltd,2,1,0.0,0.0
Anderson Ltd,2,1,0.0,0.0
Anderson Ltd,2,1,0.0,0.0
Anderson Ltd,2,1,0.0,0.0
Anderson Ltd,2,1,0.0,0.0
Anderson Ltd,2,1,0.0,0.0
Anderson Ltd,2,1,0.0,0.0
Anderson Ltd,2,1,0.0,0.0
Anderson Ltd,2,1,0.0,0.0
Anderson PLC,2,0,0.0,0.0
Anderson PLC,2,0,0.0,0.0
Anderson PLC,2,0,0.0,0.0
Anderson and Sons,2,2,0.0,0.0
Anderson and Sons,2,2,0.0,0.0
Anderson and Sons,2,2,0.0,0.0
Anderson and Sons,2,2,0.0,0.0
Anderson and Sons,2,2,0.0,0.0
Anderson and Sons,2,2,0.0,0.0
"Anderson, Castaneda and Clark",1,0,0.0,0.0
"Anderson, Coleman and Boyd",1,0,0.0,0.0
"Anderson, Daniels and Osborne",1,0,0.0,0.0
"Anderson, Hernandez and Foster",1,0,0.0,0.0
"Anderson, Hull and Torres",1,0,0.0,0.0
"Anderson, Johnson and Jones",1,0,0.0,0.0
"Anderson, Johnson and Rice",1,0,0.0,0.0
"Anderson, Johnson and Sanchez",1,0,0.0,0.0
"Anderson, Kelley and Mccormick",1,0,0.0,0.0
"Anderson, Lee and Huang",1,0,0.0,0.0
"Anderson, Lewis and Dalton",1,0,0.0,0.0
"Anderson, Nelson and Ryan",1,0,0.0,0.0
"Anderson, Tucker and Sims",1,0,0.0,0.0
Anderson-Bell,1,0,0.0,0.0
Anderson-Brewer,1,0,0.0,0.0
Anderson-Carter,1,0,0.0,0.0
Anderson-Charles,1,0,0.0,0.0
Anderson-Coleman,1,0,0.0,0.0
Anderson-Crane,1,0,0.0,0.0
Anderson-Crawford,1,0,0.0,0.0
Anderson-Harrison,1,0,0.0,0.0
Anderson-Mccoy,2,0,0.0,0.0
Anderson-Mcpherson,1,0,0.0,0.0
Anderson-Miller,1,0,0.0,0.0
Anderson-Murphy,1,0,0.0,0.0
Anderson-Owen,1,0,0.0,0.0
Anderson-Robinson,1,0,0.0,0.0
Anderson-Ross,1,0,0.0,0.0
Anderson-Snyder,1,0,0.0,0.0
Anderson-Stone,1,0,0.0,0.0
Anderson-Sullivan,1,0,0.0,0.0
Anderson-Zimmerman,1,0,0.0,0.0
Andhra Pradesh   CJSC Merchants,3,1,16680.4542,5560.1514
Andhra Pradesh   Limited Liability Company,4,1,787121.4248,196780.3562
Andhra Pradesh   Ltd. Corporation,2,1,0.0,0.0
Andhra Pradesh   Plc Line,3,1,0.0,0.0
Andhra Pradesh   S.A. de C.V.,4,1,25289.4664,6322.3666
Andhra Pradesh   S.A. de C.V.,4,1,0.0,0.0
Andhra Pradesh   Sextant Oyj Forwading,10,0,409918.6728,40991.86728
Andhra Pradesh  Limited Liability Company Ray,1,0,0.0,0.0
Andhra Pradesh  OJSC Marine conservation,1,1,25757.5877,25757.5877
Andhra Pradesh  OJSC Marine ecology,3,1,42301.7569,14100.585633333334
Andhra Pradesh  Pic Laksa,1,1,12046.6728,12046.6728
Andhra Pradesh  Sp Worldwide,26,1,670483.1661,25787.814080769233
Andrade Ltd,1,0,0.0,0.0
Andrade-Berger,1,0,0.0,0.0
Andrews LLC,1,0,72609.0062,72609.0062
"Andrews, Finley and Mcdaniel",1,0,0.0,0.0
"Andrews, Leach and Jordan",1,0,0.0,0.0
"Andrews, Rodriguez and Potts",1,0,0.0,0.0
"Andrews, Steele and Johnson",1,0,0.0,0.0
"Andrews, Woods and Key",1,0,0.0,0.0
Andrews-Nichols,1,0,0.0,0.0
Angrapa S.A. de C.V.,6,3,68043.3718,11340.561966666666
Angrapa S.A. de C.V.,6,3,4796.6728,799.4454666666667
Angrapa S.A. de C.V.,6,3,0.0,0.0
Anthony Pelican Corporation Export,2,1,0.0,0.0
"Anthony, Vazquez and Melendez",1,0,0.0,0.0
Anthony-Jones,1,0,0.0,0.0
Anthony-Mccarthy,1,0,0.0,0.0
Anthony-Page,1,0,0.0,0.0
Aqua Advancements Sashimi SE Express,2,1,115004666.7,57502333.35
Aqua Adventures GmbH Worldwide,1,1,14626.6728,14626.6728
Aqua Adventures Ltd. Corporation,1,1,0.0,0.0
Aqua Adventures Ltd. Liability Co,1,1,7439.4772,7439.4772
Aqua Adventures N.V. Forwading,4,1,62698.2743,15674.568575
Aqua Adventures Seagrass Kga Cargo,1,1,52110.3245,52110.3245
Aqua Ambassadors Corporation Consulting,2,1,21298.6638,10649.3319
Aqua Ambassadors Sp Family,6,1,17078.3129,2846.3854833333335
Aqua Ambassadors Sp Transit,12,1,0.0,0.0
Aqua Anchor Kga Holdings,6,1,10690.7782,1781.7963666666667
Aqua Anchor Ltd Line,2,1,6336.3901,3168.19505
Aqua Anchor Pic Solutions,2,1,0.0,0.0
Aqua Anchor Sagl Marine sanctuary,15,1,230069.7363,15337.982419999998
Aqua Anchor Salt spray Incorporated Marine biology,1,0,0.0,0.0
Aqua Aura SE Marine life,36,11,0.0,0.0
Aqua Aura SE Marine life,36,11,6126.6728,170.18535555555556
Aqua Aura SE Marine life,36,11,14652.3777,407.01049166666667
Aqua Aura SE Marine life,36,11,0.0,0.0
Aqua Aura SE Marine life,36,11,45793.3366,1272.0371277777779
Aqua Aura SE Marine life,36,11,6516.5135,181.01426388888888
Aqua Aura SE Marine life,36,11,12126.6728,336.8520222222222
Aqua Aura SE Marine life,36,11,10576.6728,293.7964666666667
Aqua Aura SE Marine life,36,11,7786.6728,216.29646666666667
Aqua Aura SE Marine life,36,11,37829.5855,1050.8218194444444
Aqua Aura SE Marine life,36,11,8181.6112,227.26697777777778
Aqua Aura SE Marine life,36,11,0.0,0.0
Aqua Aura and Kga Family,2,1,0.0,0.0
Aqua Azul LC International,3,0,469225.8061,156408.60203333333
Aqua Gourmet AG Consulting,2,1,10943.4861,5471.74305
Aqua Gourmet Company Line,2,1,0.0,0.0
Aqua Gourmet Incorporated Creek,30,1,0.0,0.0
Aqua Mermaid NV and Son's,3,0,5113.1576,1704.3858666666665
Aqua Mermaid Pic Overseas,4,0,8995.677,2248.91925
Aqua Ventures Incorporated Enterprises,1,1,19085.9088,19085.9088
Aqua Ventures LLC Export,2,1,43118.5223,21559.26115
Aqua Ventures S.A. de C.V. Seafood,3,1,26108.1993,8702.7331
Aqua Ventures Sp Overseas,5,1,35522.2876,7104.457520000001
AquaBite Port SE Logistics,2,1,12996.9558,6498.4779
AquaBlue Sailboat LC Express,3,0,16210.6839,5403.5613
AquaCuisine  Ltd. Liability Co,2,0,0.0,0.0
AquaCuisine AG Marine mist,7,1,0.0,0.0
AquaDelicious GmbH & Co. KG,3,1,6446.6728,2148.8909333333336
AquaDelicious GmbH & Co. KG,3,1,10665.373,3555.124333333333
AquaDelicious S.A. de C.V. Overseas,7,1,1635565.686,233652.24085714287
AquaDelight S.A. de C.V. Delivery,2,1,35988.7128,17994.3564
AquaFare Seaside SRL Express,2,0,4715.7744,2357.8872
AquaFin Eel S.A. de C.V. Marine sanctuary,2,1,7385.9737,3692.98685
AquaTrek Otter S.A. de C.V. Consultants,4,1,0.0,0.0
Aquatic Adventures GmbH & Co. KG,4,1,7330.4906,1832.62265
Aquatic Adventures GmbH & Co. KG,4,1,4946.6728,1236.6682
Aquatic Adventures GmbH Brothers,3,1,143328.2831,47776.094366666664
Arabian Sea  Oyj Holdings,1,1,0.0,0.0
Arabian Sea  Sp Express,2,1,91606.205,45803.1025
Arawak Limited Liability Company,2,1,135987.6728,67993.8364
Arawak Ltd. Liability Co,2,1,0.0,0.0
Arawak Pelican Ltd. Liability Co and Son's,2,1,9757.0215,4878.51075
Arawak Sagl Marine sanctuary,2,1,0.0,0.0
"Archer, Andrews and Bennett",1,0,0.0,0.0
"Archer, Barnett and Jackson",1,0,0.0,0.0
"Archer, Brown and Hunt",1,0,0.0,0.0
"Archer, Jordan and Andrews",1,0,0.0,0.0
"Arellano, Lane and Mcdonald",1,0,0.0,0.0
Arellano-Morales,1,0,0.0,0.0
Arena Azul Company International,2,1,4736.6728,2368.3364
Arena Azul LC Cargo,3,1,77866.6728,25955.5576
Arena Azul S.A. de C.V.,2,1,5084.8784,2542.4392
Arena Azul Shark LLC Marine life,3,1,40338.5156,13446.171866666666
Arena de Coral NV,2,1,0.0,0.0
Arena de Coral Solutions,1,1,12901.9031,12901.9031
Arena del Sol CJSC,1,0,12476.6728,12476.6728
Arena del Sol CJSC,1,0,0.0,0.0
Arena del Sol Delivery,3,1,8580.5157,2860.1719
Arena del Sol Ges.m.b.H.,6,0,26707.9785,4451.32975
Arena del Sol Ltd United,3,1,16522.4837,5507.494566666667
Arena del Sol N.V.,2,1,9198.8002,4599.4001
Arena del Sol Oyj,1,1,6077.654,6077.654
Arena del Sol S.A. de C.V.,4,1,0.0,0.0
Arena del Sol S.p.A.,1,1,0.0,0.0
Arena del Sol SE,3,1,1763481.659,587827.2196666667
Arena del Sol SRL,2,1,7265.0292,3632.5146
Arena del Sol Sagl,8,2,38320.1103,4790.0137875
Arena del Sol Sagl,8,2,5397.2728,674.6591
Arena del Sol Sp Solutions,2,1,5946.1342,2973.0671
Arias Group,1,0,0.0,0.0
Arias LLC,2,0,0.0,0.0
Arias-Carey,1,0,0.0,0.0
Arias-Evans,1,0,0.0,0.0
Arias-Saunders,1,0,0.0,0.0
Arias-Williams,1,0,0.0,0.0
Armstrong Inc,1,0,0.0,0.0
"Armstrong, Nichols and Williams",1,0,0.0,0.0
"Armstrong, Perez and Anderson",1,0,0.0,0.0
Armstrong-Mitchell,1,0,0.0,0.0
Armstrong-Perez,1,0,0.0,0.0
Armstrong-Thomas,1,0,0.0,0.0
Arnold LLC,1,0,0.0,0.0
Arnold Ltd,1,1,0.0,0.0
"Arnold, Bolton and Stein",1,0,0.0,0.0
"Arnold, Scott and Solis",1,0,0.0,0.0
"Arnold, Wise and Fuentes",1,0,0.0,0.0
Arnold-Nash,1,0,0.0,0.0
Arnold-Rodriguez,1,0,0.0,0.0
Arnold-Ware,1,0,0.0,0.0
Arnold-Wheeler,1,0,0.0,0.0
Arroyo and Sons,1,1,0.0,0.0
"Arroyo, Fernandez and Smith",1,0,0.0,0.0
"Arroyo, Powell and Hoffman",1,0,0.0,0.0
"Arroyo, Scott and Shah",1,0,0.0,0.0
Arroyo-Diaz,1,0,0.0,0.0
Arroyo-Parker,1,0,0.0,0.0
Arroyo-Sexton,1,0,0.0,0.0
Arroyo-Vaughn,1,0,0.0,0.0
Arunachal Pradesh s &,4,1,169242.5379,42310.634475
Arunachal Pradesh s AB,22,1,0.0,0.0
Arunachal Pradesh s AS Eel,2,1,0.0,0.0
Arunachal Pradesh s Co,2,1,0.0,0.0
Arunachal Pradesh s Hijiki,2,1,8912.6945,4456.34725
Arunachal Pradesh s Kga Seabreeze,5,1,9946.0379,1989.2075799999998
Arunachal Pradesh s N.V.,2,1,0.0,0.0
Arunachal Pradesh s NV,19,1,0.0,0.0
Arunachal Pradesh s Oyj,22,2,356510.9847,16205.044759090908
Arunachal Pradesh s Oyj,22,2,8912.0982,405.0953727272727
Arunachal Pradesh s Plc,3,3,6859.0679,2286.3559666666665
Arunachal Pradesh s Plc,3,3,210933.2061,70311.0687
Arunachal Pradesh s Plc,3,3,12236.6728,4078.8909333333336
Arunachal Pradesh s S.p.A. Services,11,1,4666.6728,424.2429818181818
Arunachal Pradesh s Sagl Transport,1,1,72757.4505,72757.4505
Arunachal Pradesh s ОАО,1,1,0.0,0.0
"Ashley, Christensen and Bender",1,0,0.0,0.0
Asiotr Green  SE Marine sanctuary,3,1,8716.4455,2905.4818333333333
Asiotr S.A. de C.V. Chart,1,1,6718.5042,6718.5042
Assam   Limited Liability Company,6,2,20666.6728,3444.4454666666666
Assam   Limited Liability Company,6,2,72162317.27,12027052.878333332
Assam   Ltd. Corporation Delivery,1,1,6243.8581,6243.8581
Assam   Ltd. Liability Co,2,1,8760.844,4380.422
Assam   S.A. de C.V.,1,0,0.0,0.0
Assam  Market CJSC Tuna,4,1,143811.9545,35952.988625
Assam  Market Corp Solutions,3,1,0.0,0.0
Assam  Market Incorporated Tanker,8,1,12092.0295,1511.5036875
Assam  Market Kga Brothers,5,1,16312.9543,3262.59086
Assam  Market Kga Marine ecology,5,1,9138.7688,1827.75376
Assam  Market Limited Liability Company,3,1,32644.1172,10881.3724
Asveja S.A. de C.V. International,2,1,7674.9819,3837.49095
"Atkins, Anderson and Owen",1,0,0.0,0.0
"Atkins, Walker and Baldwin",1,0,0.0,0.0
"Atkinson, Davis and Roberson",1,0,0.0,0.0
"Atkinson, Wagner and Evans",1,0,0.0,0.0
Atlantic Ocean Coast  NV,6,1,8995.677,1499.2794999999999
Atlantic Ocean Coast  Sp Marine,1,1,57937.2395,57937.2395
Atlantic Ocean Coast  ОАО Investment,11,1,227815.3964,20710.490581818183
AtlanticAppetite S.A. de C.V.,1,1,0.0,0.0
Atlas Mountains  Corp Dredge,2,1,9536.6728,4768.3364
Atlas Mountains  Green  Sagl Consultants,2,1,316914.7452,158457.3726
Atlas Mountains  LC Marine,3,1,13922.5459,4640.848633333333
Atlas Mountains  LC and Son's,3,1,57279.2685,19093.0895
Atlas Mountains  Ltd. Liability Co,2,1,4726.8115,2363.40575
Atlas Mountains  Sp Charter Boat,34,1,4773.4549,140.39573235294117
Atlántico Sur AG Transport,1,1,5370.1778,5370.1778
Atlántico Sur Limited Liability Company,2,1,40094.244,20047.122
Atlántico Sur Pic Holdings,9,1,95139.4544,10571.05048888889
Atlántico Sur Sea spray Pic Cargo,4,1,0.0,0.0
Austin Group,1,0,0.0,0.0
Austin Inc,2,0,0.0,0.0
Austin LLC,1,0,0.0,0.0
Austin PLC,2,0,15766.6728,7883.3364
Austin PLC,2,0,6990.3369,3495.16845
Austin PLC,2,0,0.0,0.0
Austin PLC,2,0,0.0,0.0
"Austin, Brown and Sutton",1,0,0.0,0.0
"Austin, Lara and Sanders",1,0,0.0,0.0
"Austin, Roach and Baker",1,0,0.0,0.0
Austin-Adams,1,0,0.0,0.0
Avery Group,1,0,0.0,0.0
Avery-Davis,1,0,0.0,0.0
Avila Inc,1,0,0.0,0.0
Avila LLC,1,0,235611643.2,235611643.2
Avila Ltd,1,0,0.0,0.0
Ayala Ltd,2,0,0.0,0.0
"Ayala, Allen and Austin",1,0,0.0,0.0
Ayala-Haynes,1,0,0.0,0.0
Ayala-Rodriguez,1,0,0.0,0.0
Ayala-Weiss,1,0,0.0,0.0
Bahía Azul AB Export,1,1,124803.4632,124803.4632
Bahía Azul Kga Marine biology,5,1,117965.1815,23593.0363
Bahía Azul Ltd Holdings,2,1,26584.6728,13292.3364
Bahía Azul NV Shipping,34,1,62417.2873,1835.8025676470588
Bahía Dorada Company Freight,11,1,2524906.872,229536.98836363637
Bahía Dorada LLC Delivery,1,1,0.0,0.0
Bahía Dorada NV Cargo,15,1,250199.7862,16679.985746666665
Bahía Dorada Tidal flat,1,1,5306.6728,5306.6728
Bahía de Coral Company Shoal,4,1,0.0,0.0
Bahía de Coral Kga,2,1,0.0,0.0
Bahía de Coral S.p.A. Consultants,5,1,71536.598,14307.319599999999
Bahía de Plata AS,11,1,99310.3206,9028.210963636364
Bahía de Plata LC Marine ecology,6,1,71968.4123,11994.735383333333
Bahía de Plata Ltd,1,1,0.0,0.0
Bahía de Plata Marine sanctuary,1,1,0.0,0.0
Bahía de Plata Plc,4,1,78291.21,19572.8025
