company_id,BOCnt,CCCnt,tot_revenue,avg_revenue
Aguilar-Torres,1,0,0.0,0.0
Aguirre Inc,1,0,0.0,0.0
Aguirre Ltd,1,0,0.0,0.0
Aguirre PLC,1,1,0.0,0.0
"Aguirre, Friedman and Miller",0,1,0.0,0.0
"Aguirre, Pierce and Shelton",1,0,0.0,0.0
"Aguirre, Reese and Munoz",1,0,0.0,0.0
Aguirre-Burnett,0,1,0.0,0.0
Albertine Rift  Company Enterprises,0,1,0.0,0.0
Albertine Rift  LLC Line,2,1,5315.3246,2657.6623
Albertine Rift  Ltd. Corporation,0,1,325666.6728,325666.6728
Albertine Rift  NV Family,3,1,9760.8727,3253.624233333333
Albertine Rift  OJSC Transport,1,1,0.0,0.0
Alexander Group,1,0,0.0,0.0
Alexander Inc,0,1,0.0,0.0
Alexander LLC,2,0,0.0,0.0
Alexander Ltd,1,0,8272.0006,8272.0006
Alexander PLC,1,0,0.0,0.0
"Alexander, Greene and Boyd",1,0,0.0,0.0
"Alexander, Greer and Roberts",1,0,0.0,0.0
"Alexander, Jackson and Contreras",1,0,0.0,0.0
"Alexander, Johnson and Thomas",1,0,0.0,0.0
"Alexander, Lopez and Taylor",1,0,0.0,0.0
"Alexander, Simmons and Cook",0,1,0.0,0.0
"Alexander, Wheeler and Bowen",1,0,0.0,0.0
Alexander-Lewis,1,0,0.0,0.0
Alexander-Robbins,0,1,0.0,0.0
Alexander-Smith,1,0,0.0,0.0
Ali Ltd,1,0,0.0,0.0
Ali-Barrett,1,0,0.0,0.0
Allen Group,1,2,0.0,0.0
Allen LLC,1,0,0.0,0.0
Allen Ltd,2,2,242308.1819,121154.09095
Allen PLC,1,1,87448.9962,87448.9962
Allen and Sons,2,0,0.0,0.0
"Allen, Adams and Davis",1,0,0.0,0.0
"Allen, Anderson and Petty",1,0,0.0,0.0
"Allen, Day and Johnson",0,1,0.0,0.0
"Allen, Erickson and Valentine",0,1,0.0,0.0
"Allen, Hayes and Smith",1,0,0.0,0.0
"Allen, Lam and Gibbs",1,0,0.0,0.0
"Allen, Luna and White",0,1,0.0,0.0
"Allen, Munoz and Hurley",0,1,0.0,0.0
"Allen, Robertson and Stevens",1,0,0.0,0.0
"Allen, Simon and Wang",0,1,0.0,0.0
"Allen, Thompson and Gonzales",1,0,0.0,0.0
Allen-Adams,1,0,0.0,0.0
Allen-Barrera,1,0,0.0,0.0
Allen-Bishop,1,0,0.0,0.0
Allen-Carlson,1,0,0.0,0.0
Allen-Chavez,1,0,0.0,0.0
Allen-Estrada,1,0,0.0,0.0
Allen-Gonzalez,1,0,0.0,0.0
Allen-Griffin,1,0,0.0,0.0
Allen-Lewis,1,0,0.0,0.0
Allen-Lynch,1,0,0.0,0.0
Allen-Mayer,1,0,0.0,0.0
Allen-Moreno,0,1,0.0,0.0
Allen-Rowe,1,0,0.0,0.0
Allen-Santiago,1,0,0.0,0.0
Allen-Spence,1,0,0.0,0.0
Allen-Williams,0,1,0.0,0.0
Allison LLC,1,0,0.0,0.0
Allison Ltd,0,2,0.0,0.0
Allison and Sons,1,1,0.0,0.0
Alvarado Group,1,0,0.0,0.0
Alvarado LLC,2,0,0.0,0.0
Alvarado Ltd,1,0,0.0,0.0
Alvarado PLC,1,0,0.0,0.0
"Alvarado, Dodson and Terry",1,0,0.0,0.0
"Alvarado, Hall and Knox",0,1,0.0,0.0
"Alvarado, Stewart and Kelly",1,0,0.0,0.0
Alvarado-Cooper,0,1,0.0,0.0
Alvarez Group,1,0,0.0,0.0
Alvarez LLC,2,0,0.0,0.0
Alvarez Ltd,1,1,0.0,0.0
Alvarez PLC,2,0,0.0,0.0
Alvarez and Sons,0,1,0.0,0.0
"Alvarez, Johnson and Mitchell",1,0,0.0,0.0
"Alvarez, Sanders and Thomas",1,0,0.0,0.0
"Alvarez, Young and Ramos",1,0,0.0,0.0
Alvarez-Diaz,0,1,0.0,0.0
Alvarez-Frye,1,0,0.0,0.0
Alvarez-Johnson,1,0,0.0,0.0
Alvarez-Obrien,0,1,0.0,0.0
Alvarez-Sweeney,0,1,0.0,0.0
Alvarez-Thomas,1,0,0.0,0.0
Alvarez-White,1,0,0.0,0.0
Amerigo - AS Brothers,0,1,0.0,0.0
Amerigo Incorporated Marine ecology,2,1,5669.9016,2834.9508
Amerigo Limited Liability Company,0,1,0.0,0.0
Amerigo River S.p.A. Express,3,1,4737.3142,1579.1047333333331
Amur  Estuary Pic Cargo,0,1,118666.6728,118666.6728
Amur  GmbH & Co. KG,5,1,43756.7777,8751.35554
Amur  GmbH & Co. KG Distribution,0,1,13536.6728,13536.6728
Amur  Laksa S.A. de C.V. Investment,0,1,0.0,0.0
Amur  Ltd. Liability Co,2,1,4666.6728,2333.3364
Ancla Azul SRL Coral,0,1,43366.6728,43366.6728
Ancla Azul ОАО Holdings,2,2,656075.2213,328037.61065
Ancla Marina Limited Liability Company,1,1,112195.4845,112195.4845
Ancla Marina Ltd. Liability Co Harbor,0,1,506612.5008,506612.5008
Ancla de Oro & AS Carriers,0,1,0.0,0.0
Ancla de Oro AB,0,1,0.0,0.0
Ancla de Oro Anchor,2,1,8647.507,4323.7535
Ancla de Oro Co,0,1,4736.6728,4736.6728
Ancla de Oro Kga Flounder,0,1,10106.6728,10106.6728
Ancla de Oro N.V. Holdings,0,1,0.0,0.0
Ancla de Oro Pelican,0,1,5066.6728,5066.6728
Ancla de Oro Rybachit N.V. & Son's,1,0,5168.8373,5168.8373
Ancla de Oro Transit,4,1,20755.2602,5188.81505
Ancla de Oro United Yacht,0,1,0.0,0.0
Ancla del Este A/S,0,1,0.0,0.0
Ancla del Este AG,2,1,21491.5663,10745.78315
Ancla del Este AS,4,1,7689.0847,1922.271175
Ancla del Este Company Industrial,0,1,5126.6728,5126.6728
Ancla del Este Company Marine conservation,0,1,5036.6728,5036.6728
Ancla del Este Incorporated Solutions,5,1,8634.6416,1726.9283200000002
Ancla del Este LC,0,2,50643.3456,25321.6728
Ancla del Este LLC,1,2,93417.2718,93417.2718
Ancla del Este Ltd. Liability Co,3,1,7164.9234,2388.3078
Ancla del Este Merchants,0,1,10396.6728,10396.6728
Ancla del Este OJSC,2,1,16366.6728,8183.3364
Ancla del Este Sp Fish,15,0,130211.6728,8680.778186666666
Ancla del Este Starfish,0,1,23066.6728,23066.6728
Ancla del Este Tsunami,4,1,11010.891,2752.72275
Ancla del Este ОАО,8,1,130822.6779,16352.8347375
Ancla del Mar Corp,2,1,0.0,0.0
Ancla del Mar Express,4,1,0.0,0.0
Ancla del Mar LC,2,1,8853.5085,4426.75425
Ancla del Mar Pic Worldwide,3,1,4666.6728,1555.5576
Andaman  GmbH & Co. KG Export,0,1,9042.3879,9042.3879
Andaman  Jetty S.A. de C.V. Marine ecology,2,1,8741.7159,4370.85795
Andaman  Roe BV Import,0,1,15866.6728,15866.6728
Andersen and Sons,2,0,0.0,0.0
"Andersen, Warren and Jacobs",1,0,0.0,0.0
Andersen-Beck,1,0,0.0,0.0
Andersen-Hudson,0,1,0.0,0.0
Andersen-Vasquez,1,0,0.0,0.0
Anderson Group,4,1,1662235.3668,415558.8417
Anderson Inc,3,2,0.0,0.0
Anderson Ltd,2,1,26651.5774,13325.7887
Anderson PLC,2,0,0.0,0.0
Anderson and Sons,2,2,0.0,0.0
"Anderson, Ayers and Hall",0,1,0.0,0.0
"Anderson, Castaneda and Clark",1,0,0.0,0.0
"Anderson, Clark and Jackson",0,1,0.0,0.0
"Anderson, Coleman and Boyd",1,0,0.0,0.0
"Anderson, Daniels and Osborne",1,0,0.0,0.0
"Anderson, Gallagher and Carter",0,1,0.0,0.0
"Anderson, Garcia and Lee",0,1,0.0,0.0
"Anderson, Hamilton and Mccann",0,1,0.0,0.0
"Anderson, Hernandez and Foster",1,0,0.0,0.0
"Anderson, Hernandez and Le",0,1,0.0,0.0
"Anderson, Hull and Torres",1,0,0.0,0.0
"Anderson, James and Burton",0,1,0.0,0.0
"Anderson, Johnson and Jones",1,0,0.0,0.0
"Anderson, Johnson and Rice",1,0,0.0,0.0
"Anderson, Johnson and Sanchez",1,0,0.0,0.0
"Anderson, Kelley and Mccormick",1,0,0.0,0.0
"Anderson, Lee and Huang",1,0,0.0,0.0
"Anderson, Leon and Schneider",0,1,0.0,0.0
"Anderson, Lewis and Dalton",1,0,0.0,0.0
"Anderson, Nelson and Frye",0,1,0.0,0.0
"Anderson, Nelson and Ryan",1,0,0.0,0.0
"Anderson, Sanders and Steele",0,1,0.0,0.0
"Anderson, Tucker and Sims",1,0,0.0,0.0
"Anderson, Vega and Thomas",0,1,0.0,0.0
"Anderson, Williams and Perez",0,1,0.0,0.0
Anderson-Bell,1,0,0.0,0.0
Anderson-Brewer,1,0,0.0,0.0
Anderson-Carter,1,0,0.0,0.0
Anderson-Charles,1,0,0.0,0.0
Anderson-Coleman,1,0,0.0,0.0
Anderson-Crane,1,0,0.0,0.0
Anderson-Crawford,1,0,0.0,0.0
Anderson-Harrison,1,0,0.0,0.0
Anderson-Mccoy,2,0,0.0,0.0
Anderson-Mcpherson,1,0,0.0,0.0
Anderson-Miller,1,0,0.0,0.0
Anderson-Murphy,1,0,0.0,0.0
Anderson-Myers,0,1,0.0,0.0
Anderson-Owen,1,0,0.0,0.0
Anderson-Perez,0,1,0.0,0.0
Anderson-Robinson,1,0,0.0,0.0
Anderson-Ross,1,0,0.0,0.0
Anderson-Snyder,1,0,0.0,0.0
Anderson-Stone,1,0,0.0,0.0
Anderson-Sullivan,1,0,0.0,0.0
Anderson-Tapia,0,1,0.0,0.0
Anderson-Zimmerman,1,0,0.0,0.0
Andhra Pradesh   BV Marine life,0,1,6206.6728,6206.6728
Andhra Pradesh   CJSC Merchants,3,1,16680.4542,5560.1514
Andhra Pradesh   Corporation Holdings,0,1,23966.6728,23966.6728
Andhra Pradesh   Incorporated International,0,1,12006.6728,12006.6728
Andhra Pradesh   LC Cargo,0,1,164666.6728,164666.6728
Andhra Pradesh   Limited Liability Company,4,1,787121.4248,196780.3562
Andhra Pradesh   Limited Liability Company Industrial,0,1,11026.6728,11026.6728
Andhra Pradesh   Ltd. Corporation,2,1,0.0,0.0
Andhra Pradesh   Oyj Investment,0,1,5636.6728,5636.6728
Andhra Pradesh   Pic Dredge,0,1,0.0,0.0
Andhra Pradesh   Plc Cargo,0,1,0.0,0.0
Andhra Pradesh   Plc Line,3,1,0.0,0.0
Andhra Pradesh   S.A. de C.V.,4,1,25289.4664,6322.3666
Andhra Pradesh   Sextant Oyj Forwading,10,0,409918.6728,40991.86728
Andhra Pradesh   Tidal flat Pic Express,0,1,46966.6728,46966.6728
Andhra Pradesh  - Ltd. Corporation International,0,1,50566.6728,50566.6728
Andhra Pradesh  Limited Liability Company Ray,1,0,0.0,0.0
Andhra Pradesh  Ltd. Liability Co,0,1,20266.6728,20266.6728
Andhra Pradesh  OJSC Marine conservation,1,1,25757.5877,25757.5877
Andhra Pradesh  OJSC Marine ecology,3,1,42301.7569,14100.585633333334
Andhra Pradesh  Pic Laksa,1,1,12046.6728,12046.6728
Andhra Pradesh  Sp Worldwide,26,1,670483.1661,25787.814080769236
Andrade Ltd,1,0,0.0,0.0
Andrade-Berger,1,0,0.0,0.0
Andrews LLC,1,0,72609.0062,72609.0062
Andrews Ltd,0,1,0.0,0.0
Andrews PLC,0,1,0.0,0.0
Andrews and Sons,0,1,0.0,0.0
"Andrews, Finley and Mcdaniel",1,0,0.0,0.0
"Andrews, Leach and Jordan",1,0,0.0,0.0
"Andrews, Martin and Johnson",0,1,0.0,0.0
"Andrews, Padilla and Wells",0,1,0.0,0.0
"Andrews, Rodriguez and Potts",1,0,0.0,0.0
"Andrews, Steele and Johnson",1,0,0.0,0.0
"Andrews, Woods and Key",1,0,0.0,0.0
Andrews-Nichols,1,0,0.0,0.0
Andrews-Perry,0,1,0.0,0.0
Angrapa America Inc Delivery,0,1,0.0,0.0
Angrapa Co Marine biology,0,1,0.0,0.0
Angrapa GmbH & Co. KG Overseas,0,1,5710.3487,5710.3487
Angrapa Limited Liability Company,0,1,0.0,0.0
Angrapa S.A. de C.V.,6,3,72840.0446,12140.007433333332
Anthony Green  Ltd. Corporation Brothers,0,1,54866.6728,54866.6728
Anthony Ltd. Liability Co Shipyard,0,1,18008.116,18008.116
Anthony Pelican Corporation Export,2,1,0.0,0.0
Anthony S.A. de C.V. Carriers,0,1,0.0,0.0
"Anthony, Morris and Johnson",0,1,0.0,0.0
"Anthony, Vazquez and Melendez",1,0,0.0,0.0
Anthony-Jones,1,0,0.0,0.0
Anthony-Mccarthy,1,0,0.0,0.0
Anthony-Page,1,0,0.0,0.0
Aqua  Marine biology AB Marine biology,0,1,75995.9589,75995.9589
Aqua Advancements AB Line,0,1,9476.6728,9476.6728
Aqua Advancements LC Jetty,0,1,21496.0701,21496.0701
Aqua Advancements Sashimi SE Express,2,1,115004666.7,57502333.35
Aqua Adventures GmbH Worldwide,1,1,14626.6728,14626.6728
Aqua Adventures Ltd. Corporation,1,1,0.0,0.0
Aqua Adventures Ltd. Liability Co,1,1,7439.4772,7439.4772
Aqua Adventures N.V. Forwading,4,1,62698.2743,15674.568575
Aqua Adventures Seagrass Kga Cargo,1,1,52110.3245,52110.3245
Aqua Ambassadors Corporation Consulting,2,1,21298.6638,10649.3319
Aqua Ambassadors Ltd. Liability Co Transit,0,1,21066.8895,21066.8895
Aqua Ambassadors Sp Family,6,1,17078.3129,2846.385483333333
Aqua Ambassadors Sp Transit,12,1,0.0,0.0
Aqua Anchor AS Shipping,0,1,0.0,0.0
Aqua Anchor Inc Seaport,0,1,17717.6024,17717.6024
Aqua Anchor Kga Holdings,6,1,10690.7782,1781.7963666666667
Aqua Anchor Ltd Line,2,1,6336.3901,3168.19505
Aqua Anchor Pic Solutions,2,1,0.0,0.0
Aqua Anchor Sagl Marine sanctuary,15,1,230069.7363,15337.982419999998
Aqua Anchor Salt spray Incorporated Marine biology,1,0,0.0,0.0
Aqua Anchor Salt spray Ltd Shipping,0,1,14666.6728,14666.6728
Aqua Aura Limited Liability Company Services,0,1,19562.8196,19562.8196
Aqua Aura Nori Ltd. Corporation Brothers,0,1,41001.1177,41001.1177
Aqua Aura OJSC Cargo,0,1,60624.3572,60624.3572
Aqua Aura SE Marine life,36,11,149590.1157,4155.2809916666665
Aqua Aura and Kga Family,2,1,0.0,0.0
Aqua Azul LC International,3,0,469225.8061,156408.60203333333
Aqua Azul Pic Overseas,0,2,0.0,0.0
Aqua Azul Services Manatee,0,1,5136.6728,5136.6728
Aqua Gourmet AG Consulting,2,1,10943.4861,5471.74305
Aqua Gourmet CJSC Family,0,1,10536.6728,10536.6728
Aqua Gourmet Caviar Corporation Shipping,0,1,435770.7204,435770.7204
Aqua Gourmet Company Line,2,1,0.0,0.0
Aqua Gourmet Corp Solutions,0,1,74660.2266,74660.2266
Aqua Gourmet Dry dock,0,1,0.0,0.0
Aqua Gourmet Incorporated Creek,30,1,0.0,0.0
Aqua Gourmet NV Worldwide,0,1,11326.6728,11326.6728
Aqua Mermaid NV and Son's,3,0,5113.1576,1704.3858666666663
Aqua Mermaid Pic Overseas,4,0,8995.677,2248.91925
Aqua Ventures A/S Transport,0,1,0.0,0.0
Aqua Ventures Incorporated Enterprises,1,1,19085.9088,19085.9088
Aqua Ventures LLC Export,2,1,43118.5223,21559.26115
Aqua Ventures Ltd. Liability Co Shipping,0,1,0.0,0.0
Aqua Ventures Plc and Son's,0,1,5296.6728,5296.6728
Aqua Ventures Ray A/S Services,0,1,0.0,0.0
Aqua Ventures S.A. de C.V. Seafood,3,1,26108.1993,8702.7331
Aqua Ventures Sp Overseas,5,1,35522.2876,7104.457520000001
AquaBite Port SE Logistics,2,1,12996.9558,6498.4779
AquaBlue Coral Reef N.V. Delivery,0,1,17037.1871,17037.1871
AquaBlue Sailboat LC Express,3,0,16210.6839,5403.5613
AquaBlue Wharf A/S & Son's,0,1,0.0,0.0
AquaCuisine  GmbH & Co. KG Services,0,1,799087.1576,799087.1576
AquaCuisine  Ltd. Liability Co,2,0,0.0,0.0
AquaCuisine AG Marine mist,7,1,0.0,0.0
AquaDelicious GmbH & Co. KG,3,1,17112.0458,5704.015266666666
AquaDelicious Kelp ОАО Transit,0,1,0.0,0.0
AquaDelicious S.A. de C.V. Overseas,7,1,1635565.686,233652.24085714287
AquaDelight Corp Marine ecology,0,1,0.0,0.0
AquaDelight S.A. de C.V. Delivery,2,1,35988.7128,17994.3564
AquaFare Seaside SRL Express,2,0,4715.7744,2357.8872
AquaFin Eel S.A. de C.V. Marine sanctuary,2,1,7385.9737,3692.98685
AquaFresh Foods Tugboat GmbH Delivery,0,1,80459.1606,80459.1606
AquaFresh Foods Yacht SRL Freight,0,1,6046.6728,6046.6728
AquaTrek Otter S.A. de C.V. Consultants,4,1,0.0,0.0
Aquatic Adventures GmbH & Co. KG,4,1,12277.1634,3069.29085
Aquatic Adventures GmbH Brothers,3,1,143328.2831,47776.09436666666
Aquatic Adventures Holdings Leska,0,1,29666.6728,29666.6728
Aquatic Adventures S.A. de C.V.,0,1,11556.6728,11556.6728
Aquatic Adventures SRL Distribution,0,1,11986.6728,11986.6728
Aquatic Adventures ОАО Transit,0,1,0.0,0.0
Arabian Sea  Oyj Holdings,1,1,0.0,0.0
Arabian Sea  SE Logistics,0,1,16566.6728,16566.6728
Arabian Sea  Sp Express,2,1,91606.205,45803.1025
Arawak AG Marine biology,0,1,10316.6728,10316.6728
Arawak Limited Liability Company,2,1,135987.6728,67993.8364
Arawak Ltd. Liability Co,2,1,0.0,0.0
Arawak Pelican Ltd. Liability Co and Son's,2,1,9757.0215,4878.51075
Arawak S.A. de C.V.,0,1,5636.6728,5636.6728
Arawak Sagl Marine sanctuary,2,1,0.0,0.0
Arawak Surf SRL Services,0,1,110666.6728,110666.6728
"Archer, Andrews and Bennett",1,0,0.0,0.0
"Archer, Barnett and Jackson",1,0,0.0,0.0
"Archer, Brown and Hunt",1,0,0.0,0.0
"Archer, Jordan and Andrews",1,0,0.0,0.0
"Arellano, Lane and Mcdonald",1,0,0.0,0.0
Arellano-Morales,1,0,0.0,0.0
Arena Azul Company International,2,1,4736.6728,2368.3364
Arena Azul LC Cargo,3,1,77866.6728,25955.5576
Arena Azul Ltd. Corporation,0,1,75466.6728,75466.6728
Arena Azul Pic Shipping,0,1,0.0,0.0
Arena Azul S.A. de C.V.,2,1,5084.8784,2542.4392
Arena Azul Shark LLC Marine life,3,1,40338.5156,13446.171866666666
Arena de Coral AS Forwading,0,1,14296.6728,14296.6728
Arena de Coral Enterprises,0,1,5476.6728,5476.6728
Arena de Coral Ltd. Corporation Forwading,0,1,5636.6728,5636.6728
Arena de Coral NV,2,1,0.0,0.0
Arena de Coral NV Distribution,0,1,10016.6728,10016.6728
Arena de Coral S.A. de C.V.,0,1,0.0,0.0
Arena de Coral SE Holdings,0,1,9742.8491,9742.8491
Arena de Coral Solutions,1,1,12901.9031,12901.9031
Arena del Mar Limited Liability Company,0,1,12822.0795,12822.0795
Arena del Mar Ltd. Corporation,0,1,5666.6728,5666.6728
Arena del Mar NV,0,1,0.0,0.0
Arena del Mar Plc,0,1,0.0,0.0
Arena del Mar ОАО Solutions,0,1,5166.6738,5166.6738
Arena del Sol CJSC,1,0,12476.6728,12476.6728
Arena del Sol Delivery,3,1,8580.5157,2860.1719
Arena del Sol Ges.m.b.H.,6,0,26707.9785,4451.32975
Arena del Sol LC Services,0,1,10296.6728,10296.6728
Arena del Sol LLC,0,2,0.0,0.0
Arena del Sol Ltd United,3,1,16522.4837,5507.494566666667
Arena del Sol N.V.,2,1,9198.8002,4599.4001
Arena del Sol Oyj,1,1,6077.654,6077.654
Arena del Sol S.A. de C.V.,4,1,0.0,0.0
Arena del Sol S.A. de C.V. Freight,0,1,12766.6728,12766.6728
Arena del Sol S.p.A.,1,1,0.0,0.0
Arena del Sol SE,3,1,1763481.659,587827.2196666667
Arena del Sol SRL,2,1,7265.0292,3632.5146
Arena del Sol Sagl,8,2,43717.3831,5464.6728875
Arena del Sol Sp Solutions,2,1,5946.1342,2973.0671
Arias Group,1,0,0.0,0.0
Arias Inc,0,1,0.0,0.0
Arias LLC,2,0,0.0,0.0
"Arias, Huang and Gilbert",0,1,0.0,0.0
Arias-Carey,1,0,0.0,0.0
Arias-Evans,1,0,0.0,0.0
Arias-Mcdaniel,0,1,0.0,0.0
Arias-Saunders,1,0,0.0,0.0
Arias-Williams,1,0,0.0,0.0
Armstrong Group,0,1,0.0,0.0
Armstrong Inc,1,0,0.0,0.0
