Community,Node,type,country,In-Degree,Out-Degree,Avg-Weight,Node_Count,Edge_Count,ownership,partnership,family_relationship,membership,Connected_Node_Type_company,Connected_Node_Type_organization,Connected_Node_Type_Uncategorized,Connected_Node_Type_person,Connected_Node_Type_location,Connected_Node_Type_political_organization,Connected_Node_Type_vessel,Connected_Node_Type_movement,Connected_Node_Type_event
0,Conventionâ,Uncategorized,Unknown,2,0,0.81780681,3,2,0,0,2,0,1,1,0,0,0,0,0,0,0
0,âencounteredâ,Uncategorized,Unknown,4,0,0.8921082,5,4,0,0,0,4,1,1,1,0,1,0,0,0,0
0,Kara Sullivan,person,Country_271835,2,0,0.93359613,3,2,0,0,2,0,1,1,0,0,0,0,0,0,0
0,Michelle Campbell,person,Country_271835,1,0,0.8868583,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,6038,organization,Unknown,0,2,0.9108012,3,2,0,0,1,1,0,0,0,1,1,0,0,0,0
0,Stacey Ortega,person,Country_271835,7,0,0.9018130771428572,8,7,0,7,0,0,1,4,1,0,1,0,0,0,0
0,c73572b6-7b24-49e7-8f52-11cf8ec3c7d2,location,Unknown,1,0,0.9289241,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,854,organization,Unknown,3,0,0.8626535533333334,4,3,0,3,0,0,0,2,1,0,0,0,0,0,0
0,Playa de la Felicidad Oyj Cargo,Uncategorized,Unknown,2,11,0.8853373499999999,14,13,1,2,1,9,1,3,4,1,3,0,1,0,0
0,46aadaa6-fb30-4474-a060-3adb689f4189,location,Unknown,1,0,0.8771941,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,164575,organization,Unknown,1,2,0.9051059333333334,4,3,0,1,0,2,0,1,1,1,0,0,0,0,0
0,ec1b111d-b9eb-4eef-ab00-ff7124cca480,location,Unknown,0,3,0.8525649333333334,4,3,0,0,2,1,0,3,0,0,0,0,0,0,0
0,ParÃ¡âs,event,Unknown,2,0,0.820806685,3,2,1,0,0,1,0,1,1,0,0,0,0,0,0
0,Michael Nicholson,person,Country_271835,0,3,0.8310935766666666,4,3,0,1,2,0,1,1,1,0,0,0,0,0,0
0,Image ArtTower,Uncategorized,Unknown,2,0,0.8838509,3,2,0,0,0,2,0,0,0,0,0,0,2,0,0
0,Spanish Shrimp  Carriers,company,Nalakond,35,61,0.8728520586458334,85,96,14,19,22,41,6,51,21,7,8,1,1,0,1
0,551,organization,Unknown,10,0,0.8873289639999999,11,10,0,0,7,3,3,2,3,1,1,0,0,0,0
0,Darin Torres,person,Country_271835,0,2,0.35685,3,2,1,0,1,0,0,0,1,1,0,0,0,0,0
0,Deepwater Horizon,vessel,Unknown,5,1,0.8398367200000001,6,6,0,6,0,0,0,4,1,1,0,0,0,0,0
0,77b46bc7-7e31-41a0-973c-e633011d21b0,location,Unknown,16,14,0.8729128103333333,30,30,6,12,5,7,3,10,5,6,3,1,1,0,1
0,0f5fd4f9-1683-464e-9459-a4488de5064b,location,Unknown,4,3,0.8489982500000001,8,7,1,1,0,5,0,2,2,0,2,0,1,0,0
0,1334578,organization,Unknown,0,4,0.8524235925,5,4,1,1,0,2,0,4,0,0,0,0,0,0,0
0,9786,organization,Unknown,2,17,0.8751052494736842,20,19,3,11,5,0,1,9,5,2,2,0,0,0,0
0,Elizabeth Anderson,person,Country_271835,4,0,0.86441873,5,4,0,0,2,2,0,0,1,1,1,0,0,0,1
0,8412071,organization,Unknown,1,5,0.9100438316666666,6,6,0,1,3,2,0,6,0,0,0,0,0,0,0
0,Daniel Middleton,person,Country_271835,4,3,0.8462888199999999,8,7,0,4,2,1,0,2,1,2,0,0,1,0,1
0,Tuna Vietnam,Uncategorized,Unknown,1,1,0.8942922950000001,3,2,0,0,2,0,0,0,0,0,1,0,1,0,0
0,4447143,organization,Unknown,2,0,0.8528439649999999,3,2,0,0,0,2,0,1,0,1,0,0,0,0,0
0,âCinder,Uncategorized,Unknown,1,1,0.861171885,3,2,2,0,0,0,0,0,1,1,0,0,0,0,0
0,Ms. Jenna Gonzalez MD,person,Country_552976,1,0,0.9446956,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,c40a73e5-c1dd-4b85-ac1c-2e6a51546aa7,location,Unknown,2,1,0.8914152333333334,4,3,0,0,2,1,0,1,0,1,1,0,0,0,0
0,78,political_organization,Unknown,1,0,0.86972517,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,461553,organization,Unknown,1,1,0.85996217,3,2,1,0,0,1,0,0,2,0,0,0,0,0,0
0,Platts Oilgram,Uncategorized,Unknown,3,1,0.8628580750000001,5,4,0,4,0,0,0,2,1,0,0,0,1,0,0
0,3878194,organization,Unknown,1,4,0.874664024,6,5,0,0,5,0,1,1,1,2,0,0,0,0,0
0,Sergio Ross,person,Country_271835,3,1,0.835611185,5,4,0,4,0,0,0,2,1,0,0,0,1,0,0
0,Spencer King,person,Country_271835,3,2,0.8767373920000001,6,5,0,1,1,3,0,2,2,1,0,0,0,0,0
0,371bf15a-3000-499a-88e4-cc096b028ec7,location,Unknown,0,1,0.8243859,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,552027385,organization,Unknown,1,2,0.8367243000000001,4,3,0,0,0,3,1,2,0,0,0,0,0,0,0
0,25a765f4-b6d0-4588-9a7a-0798de847cfd,location,Unknown,1,2,0.8287269,4,3,3,0,0,0,0,1,0,0,2,0,0,0,0
0,Debbie Daniel,person,Country_271835,0,1,0.89456236,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0,ânecessaryâ,Uncategorized,Unknown,1,2,0.9036052866666666,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0
0,300668979,organization,Unknown,6,4,0.8733457999999998,11,10,1,7,0,2,2,3,3,1,1,0,0,0,0
0,âUS,Uncategorized,Unknown,0,3,0.9150491333333334,4,3,0,0,0,3,0,1,2,0,0,0,0,0,0
0,13015105,organization,Unknown,3,2,0.9118602260000002,4,5,1,2,0,2,0,3,2,0,0,0,0,0,0
0,36295,organization,Unknown,0,2,0.83960725,3,2,0,0,0,2,0,0,2,0,0,0,0,0,0
0,Melinda Bentley,person,Country_462996,2,0,0.9019154899999999,3,2,0,0,1,1,0,1,1,0,0,0,0,0,0
0,Brooke Garza,person,Marebak,2,2,0.8432389549999999,5,4,0,0,0,4,1,1,1,0,0,0,1,0,0
0,âconservativeâ,Uncategorized,Unknown,1,0,0.8879275,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,Damon Nelson,person,Country_271835,3,0,0.8885752033333333,4,3,0,1,2,0,0,0,1,2,0,0,0,0,0
0,38b72863-eaf3-4270-a213-d9ddaee2c6cb,location,Unknown,3,1,0.838915175,5,4,0,0,0,4,0,0,1,0,3,0,0,0,0
0,cdc89aad-5d8c-48bf-b155-81d2a932782b,location,Unknown,0,5,0.8573196700000001,6,5,1,1,0,3,0,2,1,0,2,0,0,0,0
0,arts,event,Unknown,0,2,0.906202135,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0
0,653505420,political_organization,Unknown,0,1,0.82495403,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,3601920,organization,Unknown,1,3,0.8254499200000001,5,4,1,3,0,0,0,4,0,0,0,0,0,0,0
0,Tank,event,Unknown,2,3,0.9047589680000001,6,5,0,5,0,0,0,1,0,2,1,0,1,0,0
0,185106,organization,Unknown,2,1,0.8455595866666666,4,3,0,2,0,1,1,1,0,0,1,0,0,0,0
0,3785,organization,Unknown,2,0,0.8882108200000001,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0
0,439861274,organization,Unknown,4,3,0.9400476414285713,6,7,0,0,5,2,0,6,0,1,0,0,0,0,0
0,Plastic,vessel,Unknown,1,6,0.8376186628571427,8,7,0,6,0,1,0,1,3,3,0,0,0,0,0
0,Deep Sea Atlantic NV,Uncategorized,Unknown,2,1,0.8624883533333333,4,3,1,0,0,2,0,1,0,0,2,0,0,0,0
0,61057213,organization,Unknown,0,2,0.86906785,3,2,0,1,1,0,0,1,1,0,0,0,0,0,0
0,International-Convention,Uncategorized,Unknown,7,1,0.8769795137499999,8,8,2,4,2,0,2,3,2,0,1,0,0,0,0
0,Christian Ashley,person,Uzilandor,2,5,0.8930683671428571,8,7,0,5,2,0,0,1,1,1,1,0,2,0,1
0,913428,political_organization,Unknown,1,2,0.8561329866666667,4,3,0,2,0,1,2,0,0,1,0,0,0,0,0
0,72875,organization,Unknown,0,2,0.8583662999999999,3,2,0,0,0,2,1,0,0,0,1,0,0,0,0
0,âtransshipmentâ,Uncategorized,Unknown,2,1,0.91269835,4,3,0,0,0,3,0,1,1,0,0,0,1,0,0
0,l y S.A. de C.V. International,Uncategorized,Unknown,15,3,0.7893914783333335,18,18,3,5,2,8,3,8,4,2,1,0,0,0,0
0,Scott Mays,person,Country_552976,2,0,0.8879673299999999,3,2,0,0,1,1,0,0,1,0,1,0,0,0,0
0,95,organization,Unknown,17,17,0.8837881902941177,28,34,3,5,23,3,5,19,3,1,4,1,0,0,1
0,6274,organization,Unknown,0,1,0.8457556,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0,653,organization,Unknown,4,0,0.8972226400000001,5,4,0,1,1,2,1,1,2,0,0,0,0,0,0
0,0d6a2f35-fccd-4cbf-865e-3ed08abb6a95,location,Unknown,2,4,0.8798368716666668,5,6,0,0,4,2,0,1,2,2,1,0,0,0,0
0,FinestSea Ltd. Corporation Enterprises,Uncategorized,Unknown,4,1,0.8688171060000001,6,5,0,1,3,1,2,2,1,0,0,0,0,0,0
0,Amy Kent,person,Country_271835,2,0,0.9431005349999999,3,2,0,1,1,0,0,2,0,0,0,0,0,0,0
0,Kariba Dam  N.V. Brothers,Uncategorized,Unknown,3,1,0.87012746,5,4,3,1,0,0,0,0,3,1,0,0,0,0,0
0,996592,organization,Unknown,3,0,0.8746400366666668,4,3,3,0,0,0,0,3,0,0,0,0,0,0,0
0,Feng,vessel,Unknown,4,0,0.8623449075,5,4,0,0,0,4,0,1,2,1,0,0,0,0,0
0,Coast Guard Cutter Edgar Culbertson,vessel,Unknown,3,0,0.8686428066666667,4,3,0,3,0,0,0,2,0,1,0,0,0,0,0
0,Tanzania,Uncategorized,Unknown,2,9,0.8567295518181818,12,11,0,0,4,7,1,2,1,2,5,0,0,0,0
0,60806,organization,Unknown,6,3,0.8459494833333333,10,9,1,0,3,5,1,4,2,0,2,0,0,0,0
0,Â£10,Uncategorized,Unknown,2,0,0.896588265,3,2,2,0,0,0,0,0,1,1,0,0,0,0,0
0,f514483d-fb5f-4cb2-bb8d-b616b10336d8,location,Unknown,4,0,0.92236255,5,4,0,0,1,3,0,2,1,0,1,0,0,0,0
0,959,organization,Unknown,2,0,0.88565463,3,2,0,0,0,2,1,1,0,0,0,0,0,0,0
0,67909,organization,Unknown,0,2,0.8362962199999999,3,2,0,1,0,1,0,2,0,0,0,0,0,0,0
0,Getis-Ord,Uncategorized,Unknown,0,2,0.84299415,3,2,0,0,1,1,0,1,0,0,1,0,0,0,0
0,âclams,event,Unknown,5,2,0.9215346271428572,8,7,4,1,0,2,0,2,1,1,0,0,0,0,3
0,intrafish,Uncategorized,Unknown,1,0,0.9091044,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,f64e747e-13de-4628-b939-92a8ff4eb03f,location,Unknown,3,0,0.8267886799999999,4,3,2,0,0,1,1,0,1,1,0,0,0,0,0
0,Qingdao Kaiyuan Seafoods,Uncategorized,Unknown,3,6,0.8918349911111112,10,9,0,7,2,0,1,5,1,1,1,0,0,0,0
0,97,organization,Unknown,4,5,0.85114255,9,9,1,1,3,4,1,5,0,2,1,0,0,0,0
0,abb62f7c-234a-46d7-b3bb-8f7b4771618c,location,Unknown,1,5,0.9240649,7,6,0,6,0,0,0,1,0,2,0,0,2,0,1
0,Tara Hanson,person,Country_271835,0,3,0.8552681999999999,4,3,2,0,1,0,1,0,0,1,1,0,0,0,0
0,oceanâs,vessel,Unknown,5,1,0.8722460999999999,7,6,0,2,0,4,0,2,2,0,1,0,1,0,0
0,4183208,organization,Unknown,2,0,0.8135291250000001,3,2,0,0,0,2,0,0,0,0,1,0,0,0,1
0,aea12579-8802-4b2d-b432-fc35fe4d10d5,location,Unknown,3,3,0.8414090483333334,7,6,0,0,1,5,0,2,1,1,2,0,0,0,0
0,Torremolinos,Uncategorized,Unknown,6,1,0.8944563571428572,8,7,0,5,2,0,1,3,2,0,1,0,0,0,0
0,Â£9,Uncategorized,Unknown,1,0,0.8589464,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0,Reunion,Uncategorized,Unknown,3,0,0.85302802,4,3,0,0,1,2,0,0,1,0,2,0,0,0,0
0,Kerala Market Corp Consulting,Uncategorized,Unknown,16,1,0.8267822688235295,16,17,2,15,0,0,2,7,2,3,1,0,2,0,0
0,imo,Uncategorized,Unknown,3,2,0.8615165599999999,6,5,3,2,0,0,1,2,2,0,0,0,0,0,0
0,All,Uncategorized,Unknown,1,1,0.905874885,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0
0,metric,movement,Unknown,1,1,0.8269688500000001,3,2,0,0,1,1,0,1,0,1,0,0,0,0,0
0,ipoa-iuu,Uncategorized,Unknown,4,0,0.9137023599999999,5,4,0,0,0,4,1,1,2,0,0,0,0,0,0
0,Abigail Foster,person,Country_895471,9,19,0.8676552914285715,27,28,4,2,13,9,2,7,5,6,7,0,1,0,0
0,allAfrica,Uncategorized,Unknown,1,0,0.85655963,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,114d2882-b620-4098-bb56-d865bbb85339,location,Unknown,2,0,0.83886054,3,2,0,0,0,2,0,0,2,0,0,0,0,0,0
0,Abrams MIA2,vessel,Unknown,0,5,0.8864362339999999,6,5,0,5,0,0,0,1,0,2,1,0,1,0,0
0,24189,organization,Unknown,0,2,0.83184918,3,2,2,0,0,0,0,1,0,1,0,0,0,0,0
0,5848,organization,Unknown,5,1,0.8880519583333334,6,6,4,0,0,2,0,6,0,0,0,0,0,0,0
0,6393,organization,Unknown,3,1,0.8719184725,5,4,0,1,3,0,0,3,0,0,0,1,0,0,0
0,71755,organization,Unknown,5,0,0.8727190979999999,6,5,0,0,4,1,0,4,0,0,1,0,0,0,0
0,60253,organization,Unknown,0,3,0.9087795333333334,4,3,0,0,0,3,0,0,1,0,0,0,0,0,2
0,Guessl,Uncategorized,Unknown,4,1,0.860546572,5,5,2,1,0,2,1,2,2,0,0,0,0,0,0
0,Andrea Hansen,person,Country_271835,2,0,0.87182705,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0
0,6889326,political_organization,Unknown,1,0,0.82337284,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,Oceans,vessel,Unknown,0,3,0.85594379,4,3,0,2,0,1,0,2,1,0,0,0,0,0,0
0,Ronnie Burns,person,Country_271835,4,0,0.9347065050000001,5,4,1,0,3,0,0,2,1,1,0,0,0,0,0
0,494197,organization,Unknown,2,0,0.92489392,3,2,0,2,0,0,1,1,0,0,0,0,0,0,0
0,767368152,organization,Unknown,2,2,0.8458332825000001,5,4,2,2,0,0,0,3,0,0,1,0,0,0,0
0,47562016,organization,Unknown,0,11,0.8914537899999999,12,11,5,6,0,0,0,3,5,3,0,0,0,0,0
0,92533,organization,Unknown,0,1,0.8880699,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0,Octopus,event,Unknown,0,3,0.9334253,4,3,3,0,0,0,0,0,0,1,0,0,0,0,2
0,âSocioeconomic,event,Unknown,0,3,0.8732589733333334,4,3,0,2,0,1,0,1,0,0,0,0,0,0,2
0,3433,organization,Unknown,1,2,0.8555821033333334,3,3,0,1,2,0,2,0,0,1,0,0,0,0,0
0,Marcus English,person,Oceanus,1,0,0.898044,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1360,organization,Unknown,1,12,0.8687412538461537,14,13,5,0,5,3,1,5,1,3,1,1,0,1,0
0,Edward Ferry SE Transportation,Uncategorized,Unknown,1,3,0.8618133400000001,5,4,1,0,1,2,0,0,0,3,1,0,0,0,0
0,52093e45-b873-4300-9612-8dfc291b1339,location,Unknown,4,5,0.9081954677777778,10,9,0,8,0,1,2,4,1,2,0,0,0,0,0
0,0a715a76-de97-4cc3-80a3-4dcbfa740079,location,Unknown,2,0,0.81770105,3,2,2,0,0,0,0,0,0,0,2,0,0,0,0
0,5705060,organization,Unknown,0,1,0.8766352,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,Khundu Ltd. Liability Co,company,Country_271835,3,0,0.8668544866666666,4,3,3,0,0,0,1,1,1,0,0,0,0,0,0
1,STL,Uncategorized,Unknown,0,1,0.91627383,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,Martin Bryant,person,Country_271835,15,0,0.8778308120000001,14,15,5,2,3,5,4,3,1,3,2,2,0,0,0
1,4086,organization,Unknown,2,0,0.851540465,3,2,0,1,1,0,0,1,1,0,0,0,0,0,0
1,SeaSpray Wave SRL Solutions,Uncategorized,Unknown,185,208,0.8535668449363868,234,393,98,82,57,156,52,117,86,78,37,6,11,2,4
1,c2478e4c-2a8c-4d34-a5d5-fd46c66b5e67,location,Unknown,1,2,0.8254722000000001,4,3,0,0,0,3,0,0,0,2,0,0,1,0,0
