Community,Node,type,country,In-Degree,Out-Degree,Avg-Weight,Node_Count,Edge_Count,ownership,partnership,family_relationship,membership,Connected_Node_Type_company,Connected_Node_Type_organization,Connected_Node_Type_Uncategorized,Connected_Node_Type_person,Connected_Node_Type_location,Connected_Node_Type_political_organization,Connected_Node_Type_vessel,Connected_Node_Type_movement,Connected_Node_Type_event
0,Pontus Navigation Corp,Uncategorized,Unknown,5,1,0.8446452099999999,6,6,0,0,0,6,1,0,3,2,0,0,0,0,0
0,Officer Pleads Guilty,Uncategorized,Unknown,3,0,0.7917929333333333,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0
0,HMS Montrose,vessel,Unknown,4,3,0.821935092857143,8,7,3,3,0,1,0,1,1,0,3,0,2,0,0
0,88651,organization,Unknown,1,0,0.9061913,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,Dr. Gregory Rice,person,Country_271835,2,2,0.40185,5,4,2,0,2,0,0,1,1,2,0,0,0,0,0
0,45,organization,Unknown,0,4,0.8687108800000001,5,4,1,1,2,0,1,2,1,0,0,0,0,0,0
0,662118,organization,Unknown,4,0,0.8668587875,5,4,3,1,0,0,0,2,0,0,2,0,0,0,0
0,Playa de la Felicidad NV,Uncategorized,Unknown,4,2,0.853741465,7,6,1,0,1,4,0,3,2,0,0,1,0,0,0
0,Ht Shipping,Uncategorized,Unknown,8,18,0.8176127873076923,24,26,9,17,0,0,0,12,8,6,0,0,0,0,0
0,6c7a8222-efc7-41a6-809a-043b091ae04a,location,Unknown,2,4,0.8556913500000002,7,6,1,1,2,2,1,3,0,1,1,0,0,0,0
0,52193,organization,Unknown,8,7,0.7803468920000002,10,15,2,13,0,0,0,3,4,8,0,0,0,0,0
0,Michael Frederick,person,Country_271835,3,0,0.9058457466666666,4,3,0,3,0,0,0,2,1,0,0,0,0,0,0
0,Thai Union Seafood,Uncategorized,Unknown,7,1,0.8678786475,8,8,0,8,0,0,0,3,1,4,0,0,0,0,0
0,SSN,vessel,Unknown,6,1,0.8721937871428571,8,7,1,0,6,0,0,0,0,3,2,0,2,0,0
0,3601920,organization,Unknown,1,3,0.8254499200000001,5,4,1,3,0,0,0,4,0,0,0,0,0,0,0
0,464454263,organization,Unknown,13,5,0.7821623483333333,17,18,5,0,0,13,0,7,8,3,0,0,0,0,0
0,5865,organization,Unknown,4,0,0.8691740749999999,5,4,0,4,0,0,0,2,1,1,0,0,0,0,0
0,112156579,organization,Unknown,0,2,0.9161973999999999,3,2,2,0,0,0,0,2,0,0,0,0,0,0,0
0,Spanish Red Snapper GmbH Shipping,Uncategorized,Unknown,2,0,0.8198287500000001,3,2,0,0,0,2,0,1,1,0,0,0,0,0,0
0,Michelle Singh,person,Country_271835,5,2,0.8733614871428573,8,7,0,0,7,0,0,0,0,2,2,0,3,0,0
0,Selena Building,Uncategorized,Unknown,5,1,0.930508545,7,6,6,0,0,0,0,4,2,0,0,0,0,0,0
0,Eva,Uncategorized,Unknown,5,11,0.87692113875,15,16,1,6,0,9,0,6,6,4,0,0,0,0,0
0,410,organization,Unknown,2,0,0.848808885,3,2,0,0,2,0,1,0,1,0,0,0,0,0,0
0,Joseph Griffin,person,Country_271835,1,1,0.8522652399999999,3,2,0,1,1,0,0,0,1,1,0,0,0,0,0
0,Sandra Martinez,person,Country_144251,9,8,0.8890089082352941,13,17,0,12,4,1,0,6,7,4,0,0,0,0,0
0,Triton Navigation Corp,Uncategorized,Unknown,6,1,0.8449617371428572,7,7,0,0,0,7,2,0,3,2,0,0,0,0,0
0,HMAS,vessel,Unknown,0,5,0.856025128,6,5,1,0,4,0,0,0,0,3,1,0,1,0,0
0,William Bradley,person,Country_271835,1,6,0.8628101757142856,8,7,0,0,6,1,0,0,1,3,2,0,1,0,0
0,c9b9c344-98ec-40b8-af05-8528e5d82534,location,Unknown,2,5,0.8357106014285715,8,7,2,4,1,0,0,5,1,0,1,0,0,0,0
0,d0123474-8425-4ab0-90d5-175920158638,location,Unknown,5,13,0.8754257444444443,19,18,2,3,9,4,1,6,0,4,2,1,4,0,0
0,81,organization,Unknown,13,7,0.8026897590000001,19,20,9,0,0,11,0,11,6,1,2,0,0,0,0
0,Traci Shields,person,Country_271835,1,4,0.5545599999999999,6,5,0,0,4,1,1,0,0,4,0,0,0,0,0
0,826273,organization,Unknown,1,5,0.8530771583333334,7,6,0,0,0,6,0,2,3,0,0,1,0,0,0
0,Austin Welch,person,Country_271835,6,3,0.8687772222222221,9,9,2,4,3,0,0,3,3,3,0,0,0,0,0
0,401289940,organization,Unknown,0,3,0.8887555333333333,4,3,3,0,0,0,0,0,1,2,0,0,0,0,0
0,Estrella del Mar Pic,Uncategorized,Unknown,4,0,0.86358804,5,4,0,1,0,3,0,1,1,2,0,0,0,0,0
0,âŠâ,Uncategorized,Unknown,3,0,0.8368455766666667,4,3,1,1,0,1,0,0,0,2,0,0,0,0,1
0,Navigation Corp,Uncategorized,Unknown,2,2,0.8504920925,5,4,0,0,0,4,2,0,2,0,0,0,0,0,0
0,Montrose,vessel,Unknown,2,0,0.84402992,3,2,0,2,0,0,0,0,0,0,1,0,1,0,0
0,Joseph Smith,person,Country_271835,2,2,0.39895,5,4,2,0,2,0,0,1,1,2,0,0,0,0,0
0,73921,organization,Unknown,2,0,0.8336108,3,2,2,0,0,0,0,2,0,0,0,0,0,0,0
0,Jessica Costa,person,Country_271835,3,0,0.8813279700000001,4,3,2,0,0,1,0,2,1,0,0,0,0,0,0
0,923825740,organization,Unknown,4,4,0.61835567,8,8,3,5,0,0,0,3,3,2,0,0,0,0,0
0,589,organization,Unknown,4,3,0.8898253357142857,8,7,5,0,2,0,1,2,4,0,0,0,0,0,0
0,Daniel Henderson,person,Country_271835,0,6,0.3972333333333333,7,6,1,0,5,0,0,1,1,4,0,0,0,0,0
0,54726,organization,Unknown,0,2,0.8192109000000001,3,2,0,2,0,0,0,1,1,0,0,0,0,0,0
0,451,organization,Unknown,2,0,0.840884185,3,2,0,0,0,2,0,0,0,1,1,0,0,0,0
0,8980454,organization,Unknown,3,1,0.8745373399999999,5,4,3,0,0,1,0,2,0,2,0,0,0,0,0
0,Wartsila,vessel,Unknown,1,0,0.9007879,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0,Stephen Lowe,person,Country_271835,1,1,0.81657855,3,2,1,0,1,0,0,0,0,1,1,0,0,0,0
0,Malawi Rift  Holdings Navigation,company,Country_271835,0,3,0.8250295866666666,4,3,0,0,0,3,1,0,2,0,0,0,0,0,0
0,Fresh On Time Seafood,Uncategorized,Unknown,4,5,0.8499583300000001,8,9,0,1,0,8,0,4,4,1,0,0,0,0,0
0,767368152,organization,Unknown,2,2,0.8458332825000001,5,4,2,2,0,0,0,3,0,0,1,0,0,0,0
0,4258240,organization,Unknown,0,3,0.8301442333333333,4,3,1,0,2,0,0,1,0,1,1,0,0,0,0
0,884332,organization,Unknown,0,7,0.8252957785714284,8,7,0,7,0,0,1,2,1,3,0,0,0,0,0
0,Intrepid Navigators,Uncategorized,Unknown,9,2,0.8484125336363636,10,11,0,0,0,11,0,7,3,1,0,0,0,0,0
0,534,organization,Unknown,0,6,0.8405523550000001,7,6,0,0,0,6,0,2,4,0,0,0,0,0,0
0,Innovative,Uncategorized,Unknown,2,9,0.8753268272727271,12,11,6,1,2,2,0,4,5,1,1,0,0,0,0
0,FiTIâs,Uncategorized,Unknown,1,0,0.8705998,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,Energotrade Plus,Uncategorized,Unknown,5,0,0.8840038339999999,6,5,0,0,0,5,0,4,1,0,0,0,0,0,0
0,1354,organization,Unknown,6,8,0.7796587835714286,11,14,3,10,1,0,0,8,3,2,0,0,1,0,0
0,Dale Warner,person,Country_271835,1,1,0.836057585,3,2,0,0,1,1,0,1,0,0,1,0,0,0,0
0,4942,organization,Unknown,5,7,0.8595663025000001,11,12,3,6,0,3,0,1,7,4,0,0,0,0,0
0,435978092,organization,Unknown,4,0,0.8432208875,5,4,0,4,0,0,0,3,1,0,0,0,0,0,0
0,Shipping Corp,Uncategorized,Unknown,6,0,0.86370315,7,6,0,0,0,6,0,5,1,0,0,0,0,0,0
0,Bribes Exchange Smuggling Contraband,Uncategorized,Unknown,2,0,0.88331988,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0
0,87ea830d-be41-4317-8b1b-142f23da70d7,location,Unknown,1,4,0.8484252379999999,6,5,1,1,1,2,0,1,0,3,1,0,0,0,0
0,Leslie Williams,person,Country_271835,2,0,0.9040423,3,2,2,0,0,0,1,0,0,0,1,0,0,0,0
0,87940,organization,Unknown,6,0,0.9125175333333333,7,6,6,0,0,0,0,3,3,0,0,0,0,0,0
0,Blue Bay,Uncategorized,Unknown,0,2,0.812396985,3,2,0,0,2,0,0,1,1,0,0,0,0,0,0
0,Erica Hamilton,person,Marebak,17,19,0.8569662033333333,31,36,7,14,4,11,0,22,10,4,0,0,0,0,0
0,64338295,organization,Unknown,5,1,0.9041266266666667,6,6,4,2,0,0,0,4,0,0,2,0,0,0,0
0,927244,organization,Unknown,2,0,0.86504998,3,2,0,1,0,1,0,0,1,0,1,0,0,0,0
0,John Jensen,person,Helixia,0,2,0.8996181999999999,3,2,0,0,0,2,0,0,2,0,0,0,0,0,0
0,373a8a11-c7a0-4e9b-8397-9d824974259a,location,Unknown,0,2,0.89688795,3,2,1,0,0,1,0,0,0,0,1,0,1,0,0
0,Artemovâs Ava Petroleum,Uncategorized,Unknown,2,0,0.84980353,3,2,2,0,0,0,0,1,0,1,0,0,0,0,0
0,Michael Bullock,person,Country_271835,1,1,0.853698515,3,2,1,0,1,0,0,0,0,1,0,0,1,0,0
1,Traci Elliott,person,Country_271835,3,0,0.8905132666666665,4,3,0,1,1,1,1,0,0,1,1,0,0,0,0
1,a086a63d-19c7-4241-845a-f82c628d09a2,location,Unknown,0,2,0.8393306199999999,3,2,1,0,0,1,0,0,1,1,0,0,0,0,0
1,Brandi White,person,Country_271835,2,1,0.8549976833333334,4,3,0,0,0,3,1,0,0,0,2,0,0,0,0
1,yearbook2034,Uncategorized,Unknown,4,0,0.8231445125,5,4,0,0,0,4,0,3,1,0,0,0,0,0,0
1,41695239,organization,Unknown,1,1,0.8453661800000001,3,2,2,0,0,0,1,1,0,0,0,0,0,0,0
1,7682,organization,Unknown,1,2,0.8173233,4,3,0,3,0,0,0,1,0,0,2,0,0,0,0
1,David Romero,person,Country_271835,0,2,0.91610315,3,2,2,0,0,0,1,0,1,0,0,0,0,0,0
1,e13aca6a-88b5-4be7-a293-4a57854d7b1d,location,Unknown,0,4,0.93718071,5,4,1,2,0,1,0,1,0,3,0,0,0,0,0
1,Seafood,Uncategorized,Unknown,5,10,0.8670245106666666,14,15,4,4,1,6,5,7,0,1,2,0,0,0,0
1,Ariel Thornton,person,Country_271835,0,2,0.87037363,3,2,0,2,0,0,0,1,1,0,0,0,0,0,0
1,cd2685a2-fce5-49ee-8ca7-b9faa081d190,location,Unknown,1,4,0.8483115480000001,5,5,3,0,2,0,0,3,1,0,1,0,0,0,0
1,903311212,organization,Unknown,170,220,0.8542703858717949,235,390,85,84,53,168,83,88,81,77,34,8,15,0,4
1,806,organization,Unknown,0,2,0.8759688000000001,3,2,0,2,0,0,1,1,0,0,0,0,0,0,0
1,png xi  Line,company,Country_628643,186,214,0.855444029425,250,400,94,99,59,148,35,131,93,84,33,5,14,3,2
1,Jeffrey Yates,person,Country_271835,0,6,0.82472184,5,6,4,2,0,0,1,3,2,0,0,0,0,0,0
1,William James,person,Country_271835,7,1,0.84257154,9,8,2,0,3,3,2,1,0,3,1,0,1,0,0
1,Monique Rios,person,Country_271835,1,1,0.92203864,3,2,0,0,1,1,1,0,0,1,0,0,0,0,0
1,683113035,organization,Unknown,0,3,0.84463298,4,3,0,1,0,2,0,0,3,0,0,0,0,0,0
1,528,organization,Unknown,1,0,0.80576813,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1,011ad1ae-ae1b-4c74-9f58-c020e6a3e836,location,Unknown,11,2,0.9060579807692307,13,13,0,5,5,3,2,3,3,4,0,1,0,0,0
1,Gelita Gelatine,Uncategorized,Unknown,2,0,0.87503855,3,2,2,0,0,0,0,0,0,0,2,0,0,0,0
1,06c161ac-e601-493f-b8df-839382e16a74,location,Unknown,0,1,0.82823896,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1,24996,organization,Unknown,0,2,0.87709755,3,2,0,0,1,1,0,1,0,0,0,0,1,0,0
1,William Murray,person,Country_271835,2,3,0.8450207319999998,5,5,1,0,0,4,1,3,0,0,1,0,0,0,0
1,6d0e9c69-47a0-497e-b26e-28755c949385,location,Unknown,0,2,0.84589115,3,2,0,0,0,2,0,1,0,1,0,0,0,0,0
1,88d63621-4f58-4c7e-a02d-589cefb3a6be,location,Unknown,0,2,0.9049625699999999,3,2,0,0,0,2,0,0,0,2,0,0,0,0,0
1,Faroe Islands Plc Investment,Uncategorized,Unknown,0,1,0.9011563,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,Bryan Johnston,person,Oceanus,4,4,0.84923461625,7,8,4,0,3,1,2,2,0,2,0,2,0,0,0
1,58745,organization,Unknown,1,0,0.83771926,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1,krxd,Uncategorized,Unknown,2,0,0.89750985,3,2,0,0,2,0,1,1,0,0,0,0,0,0,0
1,Diana Dawson,person,Country_271835,0,7,0.91045279,8,7,1,1,4,1,1,0,1,3,1,1,0,0,0
1,5025f249-0b3c-4741-a7aa-090d93395acf,location,Unknown,1,0,0.8416894,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,47bd4f34-d0af-41f0-88c5-eb9d4fde440c,location,Unknown,2,0,0.8742169,3,2,0,0,2,0,1,1,0,0,0,0,0,0,0
1,505943,organization,Unknown,5,4,0.8603747622222222,9,9,5,2,1,1,0,4,2,2,0,0,1,0,0
1,45620,organization,Unknown,0,1,0.8663976,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1,Bloomberg Law,Uncategorized,Unknown,1,0,0.85740256,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,Khundu Ltd. Liability Co,company,Country_271835,3,0,0.8668544866666666,4,3,3,0,0,0,1,1,1,0,0,0,0,0,0
1,Jerry Welch,person,Country_271835,24,5,0.8841567427586207,28,29,1,11,11,6,2,9,2,11,4,1,0,0,0
1,41713,organization,Unknown,0,1,0.92244655,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,620019,organization,Unknown,0,3,0.8611170666666667,4,3,0,3,0,0,0,2,1,0,0,0,0,0,0
1,914,organization,Unknown,0,2,0.911339135,3,2,0,0,0,2,0,1,1,0,0,0,0,0,0
1,IndÃºstria Madeireira Uliana,Uncategorized,Unknown,0,1,0.81229156,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,Insung,Uncategorized,Unknown,3,0,0.8845334533333333,4,3,0,0,0,3,0,1,1,0,1,0,0,0,0
1,Kenneth Fox,person,Country_271835,3,0,0.8245301333333334,4,3,3,0,0,0,1,1,0,0,0,1,0,0,0
1,Storm,event,Unknown,0,1,0.91288066,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,Margaret Ward,person,Country_271835,1,2,0.8927046333333334,4,3,0,0,2,1,0,0,1,2,0,0,0,0,0
1,âSewardâs Follyâ,Uncategorized,Unknown,1,0,0.8158544,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,Himachal Pradesh Aquatic Plc Brothers,Uncategorized,Unknown,1,2,0.8993752666666667,4,3,0,1,0,2,0,0,0,3,0,0,0,0,0
1,Amanda Mckenzie,person,Oceanus,71,29,0.8747033164000001,86,100,10,32,36,22,12,22,20,35,8,1,2,0,0
1,The Pew Charitable Trustsâ,Uncategorized,Unknown,0,1,0.8190703,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,Daniel Roberts,person,Country_271835,1,1,0.9219145,3,2,0,0,1,1,0,0,0,1,1,0,0,0,0
1,Allison Leonard,person,Country_271835,1,2,0.8916371333333334,4,3,1,1,1,0,1,0,0,1,1,0,0,0,0
1,25423,organization,Unknown,0,3,0.8607152,4,3,0,1,1,1,1,1,1,0,0,0,0,0,0
1,59022,organization,Unknown,2,0,0.871382715,3,2,1,0,0,1,0,0,1,0,0,1,0,0,0
1,Shawna Welch,person,Country_271835,0,2,0.8741823200000001,3,2,0,0,1,1,0,1,1,0,0,0,0,0,0
1,f85f009e-0fa0-403a-845e-64198883bf34,location,Unknown,0,2,0.82483125,3,2,2,0,0,0,0,0,1,0,1,0,0,0,0
1,1bf22b98-519c-4131-8bb4-53ecdd193100,location,Unknown,1,1,0.90841938,3,2,0,0,0,2,0,0,1,1,0,0,0,0,0
1,âTrials,Uncategorized,Unknown,2,0,0.879518325,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0
1,Margaret Hodges,person,Country_271835,0,9,0.8800204166666667,6,9,1,2,0,6,3,1,5,0,0,0,0,0,0
1,9203,organization,Unknown,0,2,0.86180405,3,2,0,0,2,0,0,1,0,1,0,0,0,0,0
1,Christopher Benitez,person,Country_271835,1,1,0.817323535,3,2,0,2,0,0,1,0,0,0,1,0,0,0,0
1,Madeline Collins,person,Country_271835,2,0,0.8561118999999999,3,2,0,0,0,2,2,0,0,0,0,0,0,0,0
1,97453782,organization,Unknown,3,0,0.88423797,4,3,0,2,1,0,1,2,0,0,0,0,0,0,0
1,2610,organization,Unknown,1,0,0.8989296,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1,Adam Gutierrez,person,Country_216139,0,1,0.8188704,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1,13,organization,Unknown,0,3,0.9198921366666667,4,3,0,1,0,2,2,0,0,0,1,0,0,0,0
1,83818120,organization,Unknown,1,4,0.8986748739999999,6,5,0,1,0,4,1,1,0,2,1,0,0,0,0
1,663,organization,Unknown,2,0,0.86232647,3,2,0,2,0,0,0,1,0,0,1,0,0,0,0
1,Dr. Michelle Dominguez,person,Country_271835,1,3,0.8741405425,5,4,0,0,3,1,0,0,1,3,0,0,0,0,0
1,Charles OJSC Marine conservation,company,Country_271835,0,4,0.8895572949999999,5,4,0,1,2,1,0,0,3,0,0,0,0,0,1
1,165e0fe7-6725-4f4c-abc1-3ef485a939b0,location,Unknown,5,0,0.8800087440000001,5,5,0,0,5,0,3,1,1,0,0,0,0,0,0
1,Motor Vessel,vessel,Unknown,7,0,0.9211213685714286,7,7,0,0,1,6,1,4,2,0,0,0,0,0,0
1,Jharkhand s GmbH & Co. KG,Uncategorized,Unknown,1,0,0.94118375,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,Lauren Garner,person,Country_271835,2,0,0.8907963,3,2,0,0,1,1,1,0,0,1,0,0,0,0,0
1,Martin Bryant,person,Country_271835,15,0,0.8778308120000001,14,15,5,2,3,5,4,3,1,3,2,2,0,0,0
1,âPokÃ©mon,Uncategorized,Unknown,3,0,0.81266565,4,3,0,0,3,0,0,2,1,0,0,0,0,0,0
1,Heather Hill,person,Country_271835,1,1,0.9299372,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0
1,Brandon Jackson,person,Country_271835,1,0,0.84604305,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1,Lisa Castaneda,person,Country_271835,2,0,0.86502462,3,2,1,0,1,0,1,0,0,1,0,0,0,0,0
1,choicesmagazine,Uncategorized,Unknown,2,0,0.81237202,3,2,0,0,2,0,0,1,0,1,0,0,0,0,0
1,602ea158-0519-47fc-badc-787721580418,location,Unknown,0,2,0.845129625,2,2,1,1,0,0,0,2,0,0,0,0,0,0,0
1,1301719,organization,Unknown,1,0,0.85170656,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,Bobby Walker,person,Country_271835,0,2,0.9039892549999999,3,2,0,0,2,0,0,0,0,2,0,0,0,0,0
1,Blue Water Ventures Kga,Uncategorized,Unknown,1,1,0.813779145,3,2,0,0,1,1,1,0,1,0,0,0,0,0,0
1,Douglas Gillespie,person,Country_271835,2,0,0.8500842,3,2,2,0,0,0,1,0,0,0,1,0,0,0,0
1,39048624,organization,Unknown,0,3,0.8592402,4,3,0,2,0,1,0,1,0,1,0,0,1,0,0
1,Cody Lewis,person,Country_271835,2,0,0.8498284300000001,3,2,0,0,0,2,1,1,0,0,0,0,0,0,0
1,19,vessel,Unknown,11,16,0.8581191948148148,24,27,7,3,2,15,5,8,4,7,2,0,0,1,0
1,Randall Newman,person,Country_271835,0,2,0.8343934850000001,3,2,1,0,0,1,1,0,1,0,0,0,0,0,0
1,9238420,organization,Unknown,0,2,0.868682145,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0
1,âunregulatedâ,Uncategorized,Unknown,1,0,0.85003227,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,One Hongn,Uncategorized,Unknown,1,2,0.8549025966666667,3,3,2,1,0,0,0,0,1,2,0,0,0,0,0
1,electric cars,vessel,Unknown,2,0,0.9418366499999999,3,2,0,1,0,1,1,0,1,0,0,0,0,0,0
1,SeaSpray Wave SRL Solutions,Uncategorized,Unknown,185,208,0.8535668449363868,234,393,98,82,57,156,52,117,86,78,37,6,11,2,4
1,e5e2e269-ccc5-4e16-88a8-e909c1fa32db,location,Unknown,0,3,0.8639807333333334,4,3,1,0,0,2,0,3,0,0,0,0,0,0,0
1,bottom otter trawler,vessel,Unknown,0,2,0.9409123500000001,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
1,Felbab-Brown,Uncategorized,Unknown,0,3,0.8584699533333334,4,3,0,3,0,0,0,0,1,1,1,0,0,0,0
1,SaltwaterSavor Shipyard LC Merchants,Uncategorized,Unknown,1,0,0.93499553,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,Irtysh - Inc Distribution,Uncategorized,Unknown,1,1,0.86848411,3,2,0,0,0,2,0,1,0,0,0,0,1,0,0
1,833355,organization,Unknown,2,0,0.8901152649999999,3,2,0,0,2,0,1,1,0,0,0,0,0,0,0
1,Martin Jones,person,Country_271835,0,2,0.8705604,3,2,1,0,0,1,0,1,1,0,0,0,0,0,0
1,Nathaniel Shah,person,Country_271835,2,0,0.84457002,3,2,0,2,0,0,0,1,1,0,0,0,0,0,0
1,Ocano del Este SE,Uncategorized,Unknown,0,4,0.8562884675,5,4,0,0,3,1,0,0,0,2,1,0,0,1,0
1,Mexicoâs YucatÃ,Uncategorized,Unknown,1,1,0.90826405,3,2,0,2,0,0,0,0,0,2,0,0,0,0,0
1,Lindsey Barr,person,Country_271835,2,0,0.9181427950000001,3,2,0,0,2,0,0,1,1,0,0,0,0,0,0
1,945632766,organization,Unknown,1,0,0.8438905,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1,324989705,organization,Unknown,2,1,0.8501822566666667,4,3,0,2,0,1,0,1,2,0,0,0,0,0,0
1,cc6cf3e0-5794-4497-a31d-79b4db1b55a9,location,Unknown,0,2,0.8332342500000001,3,2,1,0,0,1,0,1,1,0,0,0,0,0,0
1,Perch,vessel,Unknown,1,0,0.8512174,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,Tyler Turner,person,Country_271835,2,0,0.8899408,3,2,0,0,1,1,0,1,0,1,0,0,0,0,0
1,d6dbac2d-ba76-4503-be09-e0444b936bd0,location,Unknown,2,0,0.85760815,3,2,0,2,0,0,0,1,0,0,1,0,0,0,0
1,613465161,organization,Unknown,0,2,0.8831151500000001,3,2,0,0,1,1,0,0,1,0,1,0,0,0,0
1,Ntaco,Uncategorized,Unknown,3,1,0.916918175,5,4,0,0,0,4,0,3,0,0,1,0,0,0,0
1,951187691,organization,Unknown,2,0,0.83277157,3,2,0,2,0,0,0,2,0,0,0,0,0,0,0
1,765078,organization,Unknown,0,2,0.870935475,3,2,2,0,0,0,0,1,0,1,0,0,0,0,0
1,cd7cb49f-0021-4fe9-a3a9-cc8b3fce0c57,location,Unknown,0,2,0.89785001,3,2,2,0,0,0,2,0,0,0,0,0,0,0,0
1,Stock SA,Uncategorized,Unknown,0,2,0.86148733,3,2,0,1,0,1,1,0,1,0,0,0,0,0,0
1,b47086b0-e225-436a-83b1-2cf5cda4dbd5,location,Unknown,4,0,0.8356068875,5,4,0,0,0,4,1,1,2,0,0,0,0,0,0
1,45361487,organization,Unknown,1,1,0.82178235,3,2,0,2,0,0,0,2,0,0,0,0,0,0,0
1,ed114149-9468-41b4-adda-343883e79e04,location,Unknown,0,2,0.8483670000000001,3,2,0,2,0,0,0,1,0,0,1,0,0,0,0
1,b8649055-5b40-43e1-ba33-93182cf978d4,location,Unknown,2,0,0.8503890350000001,3,2,0,0,2,0,0,0,2,0,0,0,0,0,0
1,Michelle Aguilar,person,Country_271835,1,0,0.9377806,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,874124852,organization,Unknown,2,0,0.88199,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0
1,1214936,organization,Unknown,3,0,0.9248036000000001,4,3,3,0,0,0,1,0,2,0,0,0,0,0,0
1,Michael Limited Liability Company,Uncategorized,Unknown,0,2,0.8314174700000001,3,2,0,0,1,1,0,0,2,0,0,0,0,0,0
1,762165,organization,Unknown,2,2,0.861273425,5,4,0,1,0,3,0,3,0,1,0,0,0,0,0
1,bd16ff21-2da0-4ad7-8aec-d04a28b61277,location,Unknown,3,0,0.8136375833333332,4,3,1,0,2,0,0,0,2,1,0,0,0,0,0
