type,country,id
organization,Unknown,235866056
location,Unknown,d5b94ebc-e03a-438e-872b-a15db349a748
event,Unknown,arts
person,Country_271835,Timothy Cuevas
person,Country_271835,Joshua Glover
person,Country_271835,Tara Villegas
person,Country_271835,Ashley Wiggins
person,Country_271835,Andrea Hansen
organization,Unknown,737205
organization,Unknown,5705060
organization,Unknown,959
company,Country_271835,Belgian Scallop Ltd. Liability Co
Uncategorized,Unknown,ânecessaryâ
organization,Unknown,883320938
person,Country_271835,Clayton Rodgers
person,Country_271835,Randy Collins
location,Unknown,41398ea8-d14a-4666-80e8-6a212684d871
person,Country_271835,Brandon Berger
company,Nalakond,Rajasthan Limited Liability Company
organization,Unknown,4783
event,Unknown,ten
location,Unknown,e2816018-e01c-4eac-8dc5-e84aebc22cff
person,Country_271835,Vanessa Avila
organization,Unknown,529
organization,Unknown,47924922
political_organization,Unknown,12845006
organization,Unknown,9488645
person,Merigrad,Lauren Moore
Uncategorized,Unknown,âlocalâ
Uncategorized,Unknown,Leominster Provincetownâ
location,Unknown,371bf15a-3000-499a-88e4-cc096b028ec7
political_organization,Unknown,913428
person,Country_271835,Jason Davis
person,Country_271835,Kyle Stanton
person,Oceanus,Stephanie Hinton
organization,Unknown,47562016
organization,Unknown,5639000
organization,Unknown,672
location,Unknown,02cd44a1-7945-40d9-b38f-56f70976582c
organization,Unknown,7950
organization,Unknown,44
organization,Unknown,2125
location,Unknown,1076f239-831c-4c53-9134-484c8f2d5c73
company,Vesperlandia,Mar del Oeste Pic
organization,Unknown,31
organization,Unknown,4526320
organization,Unknown,8327
movement,Unknown,weeks
organization,Unknown,40213337
vessel,Unknown,cutters
vessel,Unknown,Coast
organization,Unknown,7505050
event,Unknown,Today
event,Unknown,June year
organization,Unknown,175
person,Country_271835,Michael Nicholson
person,Country_271835,Andrea Peters
organization,Unknown,98332
organization,Unknown,78565892
location,Unknown,df365f60-c399-42f5-ad38-736145edef5e
organization,Unknown,4146760
organization,Unknown,812740593
person,Country_271835,Joshua Baker
Uncategorized,Unknown,âdevil vesselsâ
organization,Unknown,9786
person,Country_271835,Stephanie Garner
person,Country_271835,Jeremy Norris
organization,Unknown,897
vessel,Unknown,Ocean Tuna
organization,Unknown,262157542
organization,Unknown,46194
organization,Unknown,9204971
organization,Unknown,2230601
event,Unknown,10
vessel,Unknown,Explorer
location,Unknown,1a069318-6dc0-45d0-9948-7b846f61c201
location,Unknown,79513661-4dbe-4797-a73a-e53177f7a4b3
person,Country_271835,Michele Henry
organization,Unknown,36295
person,Country_271835,Jeremiah Delacruz
event,Unknown,âsquids
event,Unknown,âclams
event,Unknown,Octopus
organization,Unknown,60253
organization,Unknown,13015105
person,Country_552976,Ms. Jenna Gonzalez MD
location,Unknown,37e46ce7-3cfa-4805-a254-5549adf19805
person,Country_552976,Scott Mays
location,Unknown,b4caf8cd-dbc7-4c99-9f2b-de407274c08b
location,Unknown,38b72863-eaf3-4270-a213-d9ddaee2c6cb
location,Unknown,410af01b-a5fb-4d6c-946d-a48fea30332b
event,Unknown,âSocioeconomic
person,Quandoria,Miss Jessica Baker DVM
Uncategorized,Unknown,Alonso-FernÃ
location,Unknown,4b6a1701-93c3-403c-bd2f-9684106e8bba
person,Country_271835,Jeffrey Yates
location,Unknown,42aea61e-a98f-4528-9f30-51624ecf3957
organization,Unknown,1334578
organization,Unknown,7670
organization,Unknown,43
organization,Unknown,3601920
organization,Unknown,435978092
organization,Unknown,829
organization,Unknown,995899
organization,Unknown,47249
organization,Unknown,23399545
political_organization,Unknown,621
Uncategorized,Unknown,europeansting
company,Country_271835,Jammu & Kashmir Ltd Family
person,Country_895471,Morgan Bell
organization,Unknown,1465792
organization,Unknown,366
organization,Unknown,19386200
organization,Unknown,85946
organization,Unknown,172114
organization,Unknown,657
organization,Unknown,760402
person,Country_271835,Tyler Brown
organization,Unknown,11960055
organization,Unknown,25423
company,Country_271835,Cape of Good Hope  Oyj
person,Oceanus,Bryan Johnston
organization,Unknown,874124852
location,Unknown,fc4e853f-6e18-4631-bf95-f70d6a30579f
location,Unknown,705283b0-cdb7-4f0a-8481-b3fea243a8e5
vessel,Unknown,Boat
person,Country_271835,Teresa Rivera
location,Unknown,6d887b98-7c48-4a82-98bb-2f50fe4b29d5
vessel,Unknown,salmon
person,Country_271835,George Ramirez
location,Unknown,4e872202-1d65-4183-80c9-e8c12c8f736e
organization,Unknown,7320771
organization,Unknown,94760735
Uncategorized,Unknown,Aleut Community St
Uncategorized,Unknown,KanuuxÌ
location,Unknown,e8036bce-0679-41d2-aa7b-d444163ae65a
Uncategorized,Unknown,âSewardâs Follyâ
person,Country_34878,Angela Powers
Uncategorized,Unknown,âAlaÄum KanuuxÌ
organization,Unknown,42603647
organization,Unknown,8544797
organization,Unknown,5070599
organization,Unknown,8966
organization,Unknown,39
vessel,Unknown,Plastic
location,Unknown,e53552bc-174b-4799-b96b-c23cfa0731cb
organization,Unknown,9166
organization,Unknown,48
location,Unknown,c14a3dc1-59d0-4b92-b9f3-331e51912787
organization,Unknown,505943
organization,Unknown,79538
person,Country_271835,Kevin Norton
location,Unknown,cefaf8b3-3aa2-4c59-b4aa-7974c8e1fe32
Uncategorized,Unknown,âgreenâ
organization,Unknown,36
person,Country_271835,Amy Wise
political_organization,Unknown,40952
organization,Unknown,5415
organization,Unknown,9473
location,Unknown,52093e45-b873-4300-9612-8dfc291b1339
location,Unknown,8c53a730-3aa1-463f-aef6-999a3cfbfb70
organization,Unknown,528
person,Country_271835,Hunter Wheeler
person,Country_271835,Christopher Miller
location,Unknown,ae88562c-5c39-4c15-b128-b4f67f5e5812
Uncategorized,Unknown,ipoa-iuu
location,Unknown,2ceda972-c633-4a88-bbe8-a4fe48cb5555
Uncategorized,Unknown,Torremolinos
Uncategorized,Unknown,International-Convention
Uncategorized,Unknown,imo
vessel,Unknown,Spy
person,Country_271835,Howard Pierce
person,Country_271835,Jill Boyd
person,Country_459036,Kristin Davidson
person,Country_271835,Robert Carpenter
person,Country_459036,Mario Richardson
event,Unknown,âregions
organization,Unknown,7529
organization,Unknown,591787
person,Country_415128,Joseph Johnson
person,Country_895471,Peter Oliver
Uncategorized,Unknown,âsinkâ
person,Country_437825,Jeremy Jackson
person,Country_271835,Susan Porter
person,Country_271835,Meghan Wolfe
person,Country_931736,Zachary Petersen
person,Marebak,Stephen Evans
person,Country_271835,Charles Tran
location,Unknown,23550059-88d4-4a69-b74e-3c7de8bf56de
person,Country_984533,Patricia Byrd
person,Riodelsol,Ronald Mahoney
company,Country_271835,Playa de Coral GmbH Consultants
person,Country_271835,Kirk Jackson
Uncategorized,Unknown,âdegradedâ
person,Country_271835,Jeffrey Curry
person,Country_271835,Steven Huynh
person,Oceanterra,Evelyn Huang
event,Unknown,âpoint
person,Country_271835,Bonnie Perez
person,Country_483478,Courtney Evans
Uncategorized,Unknown,Mexicoâs YucatÃ
person,Country_271835,Jerry Welch
location,Unknown,1196cfc8-175c-465b-aee9-fbf74c81aa49
organization,Unknown,87
event,Unknown,NiÃ±o
person,Country_271835,Judy Johns
person,Country_271835,Matthew Delgado
location,Unknown,21e68e53-183c-45a0-9805-68c099d4d9c0
Uncategorized,Unknown,âpioneersâ
event,Unknown,embaÃºba
Uncategorized,Unknown,âzombie
person,Country_981995,Kenneth Jones
person,Country_271835,Daniel Mason
person,Country_271835,Miss Angel Thomas
person,Country_271835,Amanda Mitchell
person,Country_271835,Scott Brown
movement,Unknown,days
organization,Unknown,38111
person,Country_271835,Thomas Rivas
person,Country_271835,Holly Taylor
location,Unknown,e678510b-947d-455a-8eb0-44d1009682ec
Uncategorized,Unknown,The Pew Charitable Trustsâ
vessel,Unknown,Leng 999 Gal
location,Unknown,a0deebdf-db0c-4aa8-91b6-0536e017c20f
organization,Unknown,25125567
person,Country_542476,Thomas Morales
person,Country_271835,Mary Lucas
person,Country_271835,Morgan Black
person,Oceanus,Kristine Vaughn
organization,Unknown,1301719
organization,Unknown,496391
person,Oceanus,Amanda Gibson
person,Country_271835,Carlos White
organization,Unknown,28379
person,Country_271835,Robert Adams
person,Country_271835,Brandon Jackson
organization,Unknown,691192
organization,Unknown,243964
company,Country_271835,Turkish Sword Ltd Export
person,Country_271835,Melissa Spence
location,Unknown,e13aca6a-88b5-4be7-a293-4a57854d7b1d
person,Country_789037,Jessica Brown
person,Country_271835,Daniel Snyder
person,Country_271835,Allison Leonard
Uncategorized,Unknown,ââ
person,Ivarisia,Bruce Brooks
organization,Unknown,111795162
organization,Unknown,482048
organization,Unknown,70
event,Unknown,âHe
organization,Unknown,314
organization,Unknown,979893388
person,Country_271835,Tammy Ryan
political_organization,Unknown,706129
location,Unknown,e1d7b4ac-ed31-42a4-9375-4afb0f78f276
person,Country_271835,Mary Horton
vessel,Unknown,cutter James
location,Unknown,1da2bc5a-e590-41c9-9982-2ade48dfc426
organization,Unknown,842229565
person,Country_271835,Dylan Roberts
vessel,Unknown,Hang
organization,Unknown,41695239
organization,Unknown,489
location,Unknown,da75877e-ec57-42cc-82b9-de68c8d333e7
vessel,Unknown,boat
person,Syrithania,Michelle Hancock
person,Country_271835,Kathy Rodriguez
Uncategorized,Unknown,GalÃ
political_organization,Unknown,950296
vessel,Unknown,Oceans
person,Country_271835,David Weber
location,Unknown,7c54563c-577c-462f-8e30-389b510c776a
event,Unknown,Morning
person,Country_271835,Jennifer Simmons
vessel,Unknown,626
location,Unknown,72899187-0989-47fa-9db0-cd1d4c3fc4e3
organization,Unknown,833355
organization,Unknown,613281364
organization,Unknown,92
political_organization,Unknown,8597
organization,Unknown,801809
person,Country_271835,Angela Spencer
organization,Unknown,97
political_organization,Unknown,6889326
location,Unknown,ec1b111d-b9eb-4eef-ab00-ff7124cca480
organization,Unknown,32416483
location,Unknown,f2aee915-d483-4823-a030-9aac5e44c1fe
vessel,Unknown,oceanâs
organization,Unknown,7328
company,Country_271835,OceanicOrigin Foods Co and Son's
organization,Unknown,71317
organization,Unknown,852015
organization,Unknown,65
organization,Unknown,58745
organization,Unknown,71755
organization,Unknown,61057213
organization,Unknown,653
organization,Unknown,678
organization,Unknown,6393
person,Country_271835,Brian Wolfe
organization,Unknown,119411
vessel,Unknown,621
location,Unknown,34f0cbbf-83c3-4e09-ad7a-b94a778f7c12
person,Country_271835,Madison Edwards
person,Marebak,Calvin Salas
organization,Unknown,685607
person,Wysterion,Tristan Johnson
person,Country_271835,Andrew Gamble
person,Country_271835,George Morton
person,Country_271835,Janice Bell
organization,Unknown,492238508
person,Country_709784,Anita Tate
organization,Unknown,4447143
location,Unknown,36b70b18-465a-442f-bfbe-cedb85d48acc
organization,Unknown,13
organization,Unknown,3887
vessel,Unknown,reefers
Uncategorized,Unknown,âencounteredâ
person,Country_271835,Kimberly Lara
person,Country_271835,Danielle Camacho
person,Country_271835,Mr. Justin Bailey MD
person,Country_271835,Jennifer Brown
person,Country_271835,John Barnes DDS
person,Country_271835,Stephanie Quinn
organization,Unknown,9590898
person,Arreciviento,Joshua Garrett
organization,Unknown,95230042
organization,Unknown,21240092
organization,Unknown,7234
organization,Unknown,695031
person,Country_271835,Mary Jenkins
political_organization,Unknown,75835980
organization,Unknown,23774
person,Luminsia,Nicole Smith
organization,Unknown,9992346
organization,Unknown,227
person,Country_271835,Jennifer Reilly
organization,Unknown,7441
Uncategorized,Unknown,Fisheries Animal Industriesâ
person,Country_271835,Cynthia Byrd
person,Country_271835,Christopher Hernandez
organization,Unknown,58666504
person,Country_271835,Jennifer Frederick
organization,Unknown,70347729
organization,Unknown,116070050
location,Unknown,b47086b0-e225-436a-83b1-2cf5cda4dbd5
organization,Unknown,613465161
vessel,Unknown,bottom
person,Country_271835,Michael Patton
person,Country_271835,Kristin Jones
organization,Unknown,884648
organization,Unknown,90
organization,Unknown,353149780
organization,Unknown,2913
location,Unknown,88a1fe65-33d9-487a-a3ac-d4208f41b754
person,Country_271835,Jenna Barton
person,Country_271835,Jessica Owens
person,Country_271835,Daniel Wood
location,Unknown,88e9e7e8-3edf-4fd4-959d-8ec4f53e59d6
organization,Unknown,8732
organization,Unknown,44396
location,Unknown,f7a4114d-d1ca-44df-a7e0-c72e440671ba
organization,Unknown,6038
vessel,Unknown,Chinook
location,Unknown,f9f6fc72-83db-4c44-a818-dde6c33985f9
organization,Unknown,67909
location,Unknown,e09b64a2-397a-4bec-96a1-7d61479fe37a
organization,Unknown,1012
person,Country_271835,Katelyn Gibson
person,Country_271835,Kayla Reynolds
organization,Unknown,724
organization,Unknown,824
person,Country_271835,William Williams
person,Country_271835,Vicki Owen
person,Country_271835,Alyssa Mccoy
person,Country_271835,Scott Wright
organization,Unknown,854
person,Country_271835,James Hernandez
location,Unknown,1f899410-3447-48e7-bcb3-cbff10619e86
person,Country_271835,Barbara Mccarty
person,Country_271835,Christopher Simon
person,Country_271835,Lauren Jackson DDS
event,Unknown,ï¬shes
event,Unknown,ï¬sh
person,Country_990614,Darren Wilson
person,Country_271835,Andrew Miller
person,Country_990614,Erica Cisneros
political_organization,Unknown,440994840
person,Country_271835,Heather Hill
person,Country_271835,Krystal Lee
organization,Unknown,506986590
organization,Unknown,7321
organization,Unknown,647724
organization,Unknown,1214936
person,Country_271835,Philip Black
person,Country_271835,Laurie Clark
organization,Unknown,7548555
vessel,Unknown,ARA Contraalmirante Cordero
person,Country_271835,Elijah Gordon
organization,Unknown,60806
organization,Unknown,461553
organization,Unknown,538991
organization,Unknown,71
person,Oceanus,Rebecca Fox
event,Unknown,expect year
person,Country_271835,Brandy Williams
location,Unknown,d6968538-6f18-4a1c-a4e2-59de3c0e25c2
person,Country_271835,Robert Vega
person,Country_271835,James Sampson
person,Country_271835,Debra Hebert
organization,Unknown,23636990
organization,Unknown,996
organization,Unknown,81661977
organization,Unknown,24189
organization,Unknown,216
person,Oceanus,Frederick Hunter
location,Unknown,06c161ac-e601-493f-b8df-839382e16a74
person,Country_271835,Julie Parks
vessel,Unknown,USS Hurricane
vessel,Unknown,PC
person,Country_271835,Brandi White
person,Country_271835,Tara Hanson
person,Country_271835,Wesley Vasquez
location,Unknown,97836b65-db6a-43bf-9467-cf57d84645ff
person,Country_271835,Douglas Gillespie
person,Country_271835,Bryan Hill
location,Unknown,58db776e-40f1-4e68-b13d-dcc42416ce58
person,Marebak,Anthony Le
person,Country_271835,Jo Francis
person,Country_271835,Stephanie Thompson
person,Country_271835,Michael Baker
person,Country_271835,Sabrina Zamora
person,Country_271835,Hannah Chandler
person,Country_948318,Robert Nguyen
person,Country_271835,Dr. Michelle Dominguez
person,Oceanus,Patricia Bowen
person,Country_271835,Paul Holloway
person,Country_271835,Maria Russell
political_organization,Unknown,91
political_organization,Unknown,20
organization,Unknown,74211169
person,Country_271835,James Hall
organization,Unknown,3553
organization,Unknown,72875
person,Country_443882,Heidi Kline
organization,Unknown,863749817
organization,Unknown,475
organization,Unknown,567217
vessel,Unknown,Oliver
person,Country_271835,Amanda Becker
person,Country_271835,Jonathan Spence
organization,Unknown,11
person,Country_271835,Tanner Smith
person,Country_271835,Emily Bailey
person,Country_271835,Ann Flowers
organization,Unknown,60774
company,Country_271835,Fin Flair Pic Delivery
Uncategorized,Unknown,Sampath
organization,Unknown,683962
person,Country_271835,Anna Johnson
location,Unknown,95c715ba-891e-4472-8e2a-4e746dcc266a
person,Marebak,Anna Smith
organization,Unknown,760219951
political_organization,Unknown,36744944
person,Country_271835,Kathleen Gates
location,Unknown,6b58646e-1d3a-4b72-b8a0-9f57c296d73d
organization,Unknown,9280
location,Unknown,cc6cf3e0-5794-4497-a31d-79b4db1b55a9
location,Unknown,b636c0f8-2ddf-42ad-9f9c-73bd48682561
Uncategorized,Unknown,âtransshipmentâ
person,Marebak,Brooke Garza
vessel,Unknown,Feng
person,Country_271835,Carrie Elliott
organization,Unknown,5235138
person,Country_271835,Donna Webb
event,Unknown,summer
person,Country_271835,Tracy Smith
person,Country_271835,Samuel Stokes
person,Oceanus,Marcus English
person,Country_271835,Meghan Kim
person,Country_271835,Hannah Taylor
person,Country_271835,Monique Rios
event,Unknown,yearsâthat
political_organization,Unknown,950574
Uncategorized,Unknown,Pacific Island States United Statesâ
Uncategorized,Unknown,territory American Samoa
location,Unknown,62d4bdbc-8978-4cbf-b9ea-82aaa9188c91
company,Country_271835,Coastal Crusaders Kga Worldwide
person,Country_271835,Luis Douglas
company,Country_271835,Seashell Sanctum SRL Transport
organization,Unknown,7892
organization,Unknown,8513
organization,Unknown,1415
organization,Unknown,3433
person,Country_271835,Kara Sullivan
person,Country_271835,Trevor Brown
person,Country_271835,Kimberly Roberts
person,Country_271835,Shawna Welch
person,Country_271835,Zachary Jordan
Uncategorized,Unknown,holesâ
organization,Unknown,89526932
event,Unknown,âfirst
organization,Unknown,26978247
Uncategorized,Unknown,nigeria
vessel,Unknown,boatâs
location,Unknown,c66f5cd5-3891-43ce-a3f8-0147b3d643b1
location,Unknown,032522db-8105-4c26-8142-ae9d5806f7c5
organization,Unknown,245658
organization,Unknown,552027385
Uncategorized,Unknown,âconservativeâ
person,Country_271835,Robin Fernandez
event,Unknown,week
person,Country_271835,Diana Kelley
person,Country_271835,Miranda Small
person,Country_271835,Stacey Ortega
vessel,Unknown,FV
person,Country_980042,Gary Crawford PhD
vessel,Unknown,FV Snake
vessel,Unknown,FV Viking
vessel,Unknown,FV Thunder
Uncategorized,Unknown,Aquacultureâ
location,Unknown,da7677f8-d1f0-4e35-afe9-4240613e866b
organization,Unknown,48115
person,Mawazam,Rhonda Sullivan
person,Country_216139,Adam Gutierrez
person,Country_271835,Gregory Carter
person,Country_271835,Martin Bryant
organization,Unknown,555
organization,Unknown,903311212
organization,Unknown,683113035
Uncategorized,Unknown,th
location,Unknown,1710a32e-7a58-4d7f-9c5e-bf897b7419a3
person,Country_271835,Sherry Richmond
person,Country_271835,Daniel Shaffer
person,Country_913963,Wendy Crane
person,Oceanus,Richard Bowers
person,Country_271835,Joshua Hammond
person,Country_230197,Samuel Cross
Uncategorized,Unknown,DECEUNINCK
organization,Unknown,10880329
person,Oceanus,Rhonda Price
location,Unknown,e941d006-6590-4143-9d0d-12926b0b6f5c
person,Country_271835,Tyler Blanchard
location,Unknown,e0cdfc51-7473-481d-8900-03f66d6e359e
person,Country_271835,Ricardo Gomez
organization,Unknown,75471
movement,Unknown,14 months
event,Unknown,âcatch
event,Unknown,âtotal
company,Country_675160,Manipur Market AG Consultants
Uncategorized,Unknown,âMoby-Dickâ
location,Unknown,04eab3c4-ed99-467b-8844-b5279a6b955e
person,Country_271835,Amanda Santana
person,Country_271835,Dana Macias
person,Country_271835,Helen Chase
person,Country_271835,Candace Burnett
organization,Unknown,34153143
Uncategorized,Unknown,âTheoretically
person,Uzilandor,Jonathan Torres
person,Country_271835,Gary Dunn
organization,Unknown,721436
person,Country_271835,Brittany Frey
person,Country_271835,Brett Williams
person,Country_271835,Linda Holden
person,Country_271835,Donna Romero
person,Country_271835,Amanda Garcia
person,Country_271835,Madison Franklin
vessel,Unknown,Rapido beam
person,Country_271835,Mary Montoya
vessel,Unknown,Rapido beam trawler
movement,Unknown,ordinary
person,Country_271835,Kari Zavala
location,Unknown,91a2a8e6-f56f-4663-8be9-0bbfd5440489
location,Unknown,40cfcd88-fceb-49bd-a71a-053aacddad42
location,Unknown,cb537677-9d82-4d58-8066-899bdc51c4f1
Uncategorized,Unknown,4âÃâ15â
Uncategorized,Unknown,â60
vessel,Unknown,diesel
vessel,Unknown,bottom otter trawler
organization,Unknown,1559
organization,Unknown,495035052
organization,Unknown,25
organization,Unknown,96
organization,Unknown,60910422
organization,Unknown,75399
location,Unknown,da91eeb8-11f7-4634-95e7-f9413e9957aa
organization,Unknown,720
location,Unknown,fdcbe098-dbe6-4e52-8bd7-96cf3ae30101
organization,Unknown,779
organization,Unknown,762165
organization,Unknown,428
Uncategorized,Unknown,93
person,Country_271835,Olivia Bailey
Uncategorized,Unknown,96
Uncategorized,Unknown,FlodstrÃ
political_organization,Unknown,72212757
organization,Unknown,449820
organization,Unknown,6406914
person,Country_271835,Madeline Collins
person,Country_271835,Brittany Brewer
political_organization,Unknown,8651344
person,Country_271835,Daniel Roberts
location,Unknown,85b8a8cf-7f07-4bab-8b44-1d79940aab8d
organization,Unknown,933754160
person,Country_271835,Tyler Turner
Uncategorized,Unknown,allAfrica
location,Unknown,933c4581-7ecc-4377-995c-7a200fee617b
Uncategorized,Unknown,Â£9
organization,Unknown,41713
organization,Unknown,900338
organization,Unknown,665912557
person,Country_271835,Danielle Perry
person,Country_271835,Laurie Mclaughlin
person,Country_271835,Melinda Williams
event,Unknown,morningâs
person,Country_271835,Anna Thomas MD
person,Oceanus,Michele Black
person,Oceanus,Matthew White
Uncategorized,Unknown,Â£800
person,Country_699698,Tonya Key
person,Country_271835,Sara Waller
organization,Unknown,99233
person,Country_271835,Daniel Middleton
location,Unknown,813be272-d3de-43c9-90be-ab14231fcf17
event,Unknown,âSay
person,Country_271835,Stacey Ortiz
person,Oceanus,Scott Simpson
person,Country_271835,Loretta Harrington
organization,Unknown,203
organization,Unknown,99661834
organization,Unknown,9838
organization,Unknown,848165
organization,Unknown,612
organization,Unknown,379284134
organization,Unknown,55394387
location,Unknown,950ce1a6-a178-4e3e-9316-91ab7ca88664
person,Country_271835,Hannah Brown
person,Country_271835,Bobby Walker
political_organization,Unknown,221942
location,Unknown,0d1c7ce3-7243-47c0-9280-a3262b52dc0f
location,Unknown,634ac4e7-12af-494f-95f5-cd853363525f
company,Country_271835,Khundu Ltd. Liability Co
organization,Unknown,327277616
organization,Unknown,637608
person,Country_271835,Benjamin Barton
organization,Unknown,5337
organization,Unknown,6980
location,Unknown,f85f009e-0fa0-403a-845e-64198883bf34
location,Unknown,4562fe84-0188-47fd-8e27-67380da0079c
vessel,Unknown,underwater
Uncategorized,Unknown,waterâ
person,Country_271835,Mrs. Katrina Williams
organization,Unknown,73166320
organization,Unknown,13249468
vessel,Unknown,Aine
Uncategorized,Unknown,intrafish
Uncategorized,Unknown,choicesmagazine
person,Country_271835,Blake Smith
organization,Unknown,42990314
Uncategorized,Unknown,âinitiallyâ
Uncategorized,Unknown,âpoachedâ
location,Unknown,1a2ebb93-1c85-4f40-abb1-cff639788678
Uncategorized,Unknown,krxd
vessel,Unknown,operated vehicle
person,Country_271835,James Berry
person,Country_271835,Robert Goodman
vessel,Unknown,Snow Crab
person,Country_271835,Mary Durham
person,Country_271835,Carol Wade
person,Islavaria,Dana Knapp
person,Country_271835,Jeanette Kim
company,Country_322527,Diao yu bi sai Tidal BV Export
person,Oceanus,Patricia Flores
person,Country_271835,Lisa Castaneda
person,Country_271835,Christina Abbott
organization,Unknown,4657860
event,Unknown,past yearâs
vessel,Unknown,whales
person,Country_271835,Michelle Campbell
person,Country_271835,Lauren Garner
organization,Unknown,806
Uncategorized,Unknown,Launch Loversâ
vessel,Unknown,Spaceflight
organization,Unknown,93
location,Unknown,e95a9547-3611-4e86-adbe-9aa55dbff21f
organization,Unknown,2610
location,Unknown,416dab02-bf67-48af-a99b-c691339dc5e0
